"cid","branch_amount_1","branch_amount_2","branch_amount_3","branch_amount_4","promo","days_clients","branches","promos_sent","promos_buys","prod_unit","flagret","buy_frecuency","state","county","mid","date_birth"
55629840214,0,374.98,226,0,15,576,3,8,1,29.51,0,192,"IA",501,1114102,09/13/77
55629861062,0,0,800.9,76.95,27,336,2,10,4,21.22,0,56,"WI",531,534501,08/29/88
55629861206,0,0,286.96,0,16,678,1,10,2,25.68,0,226,"VA",239,695701,07/25/48
55629862751,0,0,29,0,3,469,1,1,0,100,0,469,"RI",28,1515901,03/11/52
55629869073,0,0,99,0,5,335,1,3,0,100,0,335,"MD",208,27302,06/01/62
55629869646,0,92.18,644.02,0,17,549,7,5,2,27.85,0,78.42,"PA",184,1341101,10/14/63
55629871164,0,0,476.03,19.99,4,166,3,1,0,22.47,0,83,"NY",130,28301,06/24/49
55629876666,0,247,152,0,17,382,2,7,1,86.84,0,191,"NY",105,781602,03/26/74
55629880221,0,108,44,16.99,13,389,3,6,2,7.61,1,38.9,"NY",121,951401,12/14/64
55629884236,0,476.27,40.5,0,17,668,4,10,5,13.17,1,60.72,"MD",209,688701,12/22/40
55629885352,0,39,337.48,0,2,270,3,0,0,26.12,0,67.5,"OH",446,1166003,05/05/79
55629888232,0,0,502.64,0,5,174,1,2,0,20.65,1,87,"MA",21,1290202,08/12/39
55629889165,0,0,72.97,0,1,293,1,0,0,100,0,146.5,"NJ",70,1654503,11/10/77
55629897694,0,0,151,0,16,459,1,6,0,48.33,0,229.5,"IL",606,1223001,10/23/61
55629898583,27.3,53.98,684.46,30.98,22,678,5,9,2,7.21,1,52.15,"NY",141,230703,09/05/46
55629900367,0,685.64,141.3,0,14,412,2,8,1,27.6,0,206,"SC",294,350003,08/03/40
55629900435,0,0,185,0,15,418,1,8,1,69.87,0,209,"TX",752,362802,05/03/55
55629900763,0,26.54,318.7,385.89,6,242,4,2,0,16.81,0,34.57,"MA",21,634101,01/15/63
55629901212,0,0,1258.88,0,14,677,1,9,3,16.78,1,84.62,"TX",770,1290301,07/15/68
55629905836,0,0,311.25,0,8,179,2,2,1,27.58,0,89.5,"VA",245,83203,03/16/38
55629909832,0,348.38,79.18,0,7,303,2,2,0,25.8,0,101,"NY",112,1298403,11/13/68
55629912405,0,0,1204.84,0,13,676,2,9,2,24.15,0,75.11,"AZ",864,879803,04/19/89
55629913385,0,198.49,100.6,0,4,311,2,1,0,12.37,1,77.75,"IL",629,561602,04/09/32
55629913701,0,0,130.2,0,12,334,1,4,0,34.68,0,167,"NY",144,1154001,07/11/56
55629918526,39,0,417.99,0,13,333,3,6,1,28.79,1,37,"IN",469,1162303,05/21/64
55629918562,0,1022.39,242.72,148.94,23,690,4,10,5,15.75,0,57.5,"CO",802,1100302,04/26/46
55629923137,0,0,24,0,14,581,1,9,1,100,0,581,"PA",189,1311602,12/06/53
55629926233,0,0,94.94,214.95,4,231,4,1,0,18.67,1,57.75,"OH",454,661703,07/08/55
55629936685,0,618.42,297.77,0,16,498,5,10,2,11.38,1,45.27,"KS",661,957403,05/19/78
55629938506,0,0,20.99,0,14,449,1,6,1,100,0,449,"FL",329,789803,04/11/69
55629942466,0,122.6,8.4,0,6,551,3,5,1,6.16,1,275.5,"IA",522,787602,11/10/39
55629942556,0,0,522.99,0,5,132,1,1,0,31.85,0,132,"OH",445,1951403,08/09/47
55629943290,0,109.49,393.97,0,15,587,2,6,1,32.57,1,146.75,"ME",46,1890102,"NA"
55629944990,0,123,9,0,16,534,3,9,1,78.15,1,267,"CT",64,2111301,11/23/71
55629945890,0,0,144.97,0,4,95,1,2,0,83.35,0,95,"MA",23,1957902,04/07/31
55629947711,0,0,192.59,0,15,355,1,6,0,43.72,0,355,"IN",463,465402,06/16/45
55629952920,0,2228.37,572.56,0,20,699,3,10,7,14.84,1,25.88,"NH",38,1363901,09/28/52
55629955934,0,222.28,67.48,0,3,131,2,0,0,30.41,0,131,"PA",180,1703201,07/25/38
55629961467,0,201.94,29,0,15,446,2,9,1,29.01,0,148.66,"CA",961,808101,"NA"
55629961795,0,492.96,88,0,15,390,2,6,0,31.32,0,130,"NY",123,401801,07/14/49
55629965272,7.5,0,172.47,0,23,663,2,9,0,37.75,0,165.75,"IN",460,1683302,07/13/68
55629967667,0,0,621.82,0,16,695,2,8,2,13,1,139,"NY",121,1113803,04/08/42
55629971345,0,0,179.97,0,14,625,2,8,2,28.78,0,208.33,"TX",776,1403,11/20/71
55629973473,0,0,239.98,0,15,374,1,6,0,100,0,187,"AL",356,1525403,11/08/31
55629974272,0,280.63,92.49,0,5,174,3,2,1,34.68,1,43.5,"CA",951,1828402,02/17/59
55629979097,0,0,89.97,82.95,7,316,2,2,0,31.37,0,158,"VA",229,1220602,12/01/53
55629981641,0,7.5,144.96,89.96,13,404,4,4,1,21.44,1,101,"VA",223,1481703,12/31/74
55629981775,0,0,29.25,0,13,267,1,5,0,100,0,267,"NY",128,992101,10/20/50
55629982891,0,0,860.34,237.66,17,581,4,10,4,12.4,1,58.1,"GA",309,1022203,08/09/58
55629988662,0,191.97,77.97,12.99,3,102,4,1,0,37.51,0,34,"NY",130,854903,09/12/39
55629990371,0,402.45,73.74,0,11,374,2,8,1,45.83,0,93.5,"MA",24,1843602,03/21/54
55629990980,0,97,431.46,0,5,492,4,3,0,14.1,0,123,"MS",394,1008403,08/02/61
55629991574,0,0,411.99,0,2,469,2,0,0,17.36,0,234.5,"MD",209,1276901,03/09/32
55629996117,0,0,201.99,0,14,338,1,5,1,6.99,1,112.66,"IN",462,1293702,03/05/61
55629998155,0,0,77.98,0,0,44,1,0,0,52.66,0,44,"TX",787,483102,09/20/54
55629999440,0,1148.1,45.39,0,16,643,4,10,6,13.83,1,53.58,"IN",474,1298003,01/08/66
55630000560,0,0,117.5,229.96,13,314,3,2,0,30.54,0,78.5,"LA",707,1535501,03/26/79
55630002007,0,0,223.49,0,4,130,2,1,0,15.58,1,65,"LA",708,1109403,12/02/37
55630008560,0,77.48,68.99,0,6,370,4,1,0,21.58,0,123.33,"NC",272,363203,03/19/69
55630012325,0,0,106,0,13,354,1,5,0,50.44,0,354,"NJ",85,725802,09/22/48
55630015421,0,0,388.46,0,6,416,2,3,1,17.61,0,59.42,"VA",226,502301,12/19/61
55630016570,0,0,309.98,0,5,317,1,0,0,27.86,0,158.5,"CA",959,898202,02/02/52
55630018954,0,73.49,1612.12,0,19,688,4,10,8,15.88,1,32.76,"LA",701,544102,12/27/63
55630019087,0,129.98,59,0,4,176,2,1,0,60.92,0,176,"NY",112,44403,10/08/88
55630019562,0,0,86.97,0,2,625,1,0,0,40.55,0,312.5,"AZ",850,367001,"NA"
55630027255,0,411.84,247.15,0,15,665,4,9,3,4.54,1,44.33,"NY",117,175702,08/29/60
55630036910,0,0,182.93,0,0,354,2,0,0,22.01,0,177,"OK",748,1569401,11/03/50
55630042490,0,0,140.99,0,9,314,1,4,0,57.33,0,314,"OH",454,1556803,05/05/79
55630046775,0,0,246.5,0,16,350,2,8,1,39.6,0,175,"LA",707,1277701,03/17/50
55630054460,0,0,260.18,20.99,6,339,2,2,0,29.17,1,84.75,"TN",378,1908802,07/17/63
55630058464,0,0,96,0,3,301,1,2,0,58.68,0,301,"SC",299,881202,08/10/71
55630061130,0,160,392.47,80.45,13,684,4,7,1,17.07,0,228,"CA",925,350603,07/31/71
55630061837,0,0,34.99,0,18,258,1,8,0,100,0,258,"NC",283,1504201,03/28/51
55630070286,0,0,393.21,99.4,16,429,6,5,3,4.67,1,39,"ME",40,1241701,01/01/65
55630071106,0,558.37,195.46,0,20,653,3,9,2,6.67,1,50.23,"VA",232,419201,10/01/55
55630071287,0,177.44,188.03,79.96,14,362,8,4,1,23.92,1,40.22,"AL",364,468502,03/16/49
55630078037,0,85.96,194.96,0,15,550,4,6,2,24.16,0,137.5,"CA",950,1076703,08/16/87
55630090695,0,0,105,0,6,480,2,1,0,44.34,0,240,"RI",28,1143001,"NA"
55630093632,0,330.44,82.33,0,17,580,5,6,1,27.18,0,64.44,"PA",150,1639301,12/07/58
55630093733,0,245.74,49,0,10,640,2,4,0,51.75,0,640,"NH",38,986902,07/21/61
55630097502,63.07,0,12.98,0,8,266,2,2,0,56.45,0,266,"NY",112,1285203,12/28/41
55630099191,0,138.98,571.47,302.07,25,670,4,9,3,17.07,1,47.85,"OH",452,1716201,06/29/72
55630102033,0,0,208.48,0,10,364,2,4,0,22.24,0,72.8,"CA",952,976803,04/24/59
55630102101,0,0,184.5,0,13,317,1,6,1,93.77,0,317,"MI",498,128901,10/14/43
55630102732,0,237.23,508.72,0,17,625,2,9,5,12.16,1,56.81,"VT",50,1142803,11/27/50
55630103203,0,1010.96,201.36,39.57,13,601,5,8,5,13.32,1,33.38,"AL",359,2061102,10/16/57
55630103531,0,24.49,380.88,0,18,539,8,9,4,7.99,1,33.68,"OH",456,13401,04/09/69
55630104655,0,0,305,0,14,516,1,6,0,107.95,0,516,"IL",605,680303,12/05/39
55630106761,0,132.97,262.98,0,3,558,2,0,0,18.78,0,279,"TX",794,762201,08/26/67
55630107650,0,29.99,528.88,0,14,692,3,8,4,15.87,1,49.42,"MO",633,1136001,08/31/62
55630108244,0,69.98,19.99,0,0,476,2,0,0,50.61,0,476,"VA",201,1859202,"NA"
55630108716,197.96,0,198,0,12,286,2,4,1,57.65,0,143,"ME",46,108902,10/13/50
55630110313,0,0,359.94,0,5,174,3,0,0,36.97,0,58,"CO",816,1891602,"NA"
55630117536,0,0,206.95,0,3,268,1,2,1,49.27,0,134,"CA",957,516002,12/27/65
55630124624,0,215,30,0,6,702,2,3,0,31.56,0,234,"OH",440,1798803,12/15/88
55630134852,0,185,117,0,5,303,2,2,1,48.01,0,101,"AZ",852,1495602,"NA"
55630135651,0,0,99.99,0,3,306,1,2,0,100,0,306,"PA",158,776303,02/26/49
55630136357,0,0,82.48,68.99,7,256,2,1,0,23.52,0,128,"CA",949,675703,09/21/68
55630136447,0,98.99,19.99,0,7,685,2,3,0,26.43,1,228.33,"MN",560,1598603,11/24/61
55630138766,0,0,146,0,10,324,1,4,0,100,0,324,"NY",105,1013303,09/23/51
55630139385,0,0,133.98,0,15,671,1,6,0,78.4,1,167.75,"CA",954,1342903,12/06/61
55630139781,0,665.06,182.87,0,11,640,6,8,2,7.72,1,71.11,"SC",297,784302,08/09/35
55630140071,0,375.07,61.19,0,5,214,2,1,0,13.14,1,71.33,"MD",207,86102,09/15/55
55630144514,0,161.97,6.53,0,8,509,3,8,1,22.14,1,169.66,"NJ",85,2083403,10/20/34
55630145991,0,154.99,343.94,0,16,494,3,7,1,15.07,0,82.33,"VA",241,1260701,02/16/61
55630146707,0,325.93,63.5,0,11,514,2,7,1,16.07,0,171.33,"IL",606,1578502,03/07/39
55630147575,0,0,158,0,4,230,1,2,0,153.2,0,230,"NY",100,1400901,05/13/60
55630150746,0,0,740.49,0,19,558,3,10,4,32.13,1,69.75,"FL",342,1262102,12/27/47
55630153086,0,185,42,143.14,3,146,3,0,0,19.71,0,29.2,"MI",492,1910103,11/24/31
55630153785,0,0,83.97,0,6,313,1,1,0,27.97,0,156.5,"MI",493,1000002,02/23/32
55630160253,0,391.42,216.83,73.27,15,677,5,8,3,13.41,1,61.54,"NJ",85,276001,02/14/41
55630163706,0,126.97,202.27,0,14,365,2,6,1,22.75,0,121.66,"AL",352,1928502,"NA"
55630163717,0,0,1184.53,0,19,674,2,10,6,16.01,1,56.16,"VT",52,406802,09/30/72
55630163775,0,119.96,85.99,0,4,657,2,1,0,34.01,0,657,"AZ",853,659603,01/30/49
55630163890,0,11.89,185,0,7,489,2,5,1,100.9,0,489,"IL",606,1118301,03/14/38
55630164743,0,815.93,32.49,0,17,686,2,10,3,14.76,0,171.5,"IL",613,873202,08/28/68
55630169085,0,82,97,0,3,558,2,2,0,46.28,0,279,"CT",60,2114301,05/18/59
55630171356,0,0,280.45,0,22,422,2,8,2,31.76,0,211,"MD",208,1586103,"NA"
55630172335,0,0,49,0,9,111,1,6,0,100,0,111,"NJ",74,569503,02/24/62
55630177466,188,501.99,40,0,9,681,3,6,1,50.56,0,170.25,"TX",783,33003,06/14/62
55630181447,0,0,349.99,0,5,524,1,2,0,23.44,0,131,"CA",953,929202,"NA"
55630182044,0,39,58,0,5,698,3,1,0,51.91,0,232.66,"WI",539,1906303,02/11/64
55630182743,0,0,365.5,0,11,495,1,9,1,29.43,0,247.5,"NY",104,582702,12/30/54
55630183791,0,339.48,197.02,0,16,592,2,10,1,21.24,0,296,"VA",244,515102,08/14/70
55630191112,0,130.97,108.47,0,4,128,4,1,0,15.1,0,64,"WI",549,455201,06/24/69
55630192881,0,0,341.48,0,5,199,1,2,1,19.86,0,66.33,"DE",197,825603,04/09/89
55630194014,0,0,546.99,0,17,629,1,10,2,18.97,0,209.66,"CA",949,1746202,09/01/47
55630195400,0,644.34,284.49,0,15,649,6,6,1,15.47,1,92.71,"CA",921,903802,10/04/62
55630196737,0,0,206.98,0,11,581,1,3,0,27.37,0,290.5,"MO",658,1031602,07/18/71
55630200595,0,0,58.5,0,14,561,1,7,1,100,0,561,"CT",62,1640701,06/05/61
55630202430,0,0,126.5,0,1,237,1,1,0,50.34,0,118.5,"CO",801,66003,11/15/44
55630202474,0,0,431.43,0,12,322,3,4,1,38.22,0,107.33,"MI",480,2005401,02/27/83
55630203305,102.46,0,19.99,0,8,567,2,6,0,39.36,0,189,"CT",65,552101,02/22/69
55630203464,0,0,79.96,0,0,563,1,0,0,100,0,563,"IL",620,565701,11/19/47
55630204072,166.98,0,200.45,0,11,313,4,3,1,27.7,0,39.12,"NY",146,1153601,05/27/79
55630205105,0,0,842.15,0,11,471,2,5,2,18.63,1,78.5,"MD",207,909202,11/17/78
55630205501,0,90.92,216.68,0,16,641,4,4,1,22.21,0,160.25,"WI",535,971503,10/06/61
55630205996,0,0,119,0,5,367,1,2,0,75.51,0,183.5,"CT",60,2094002,02/17/82
55630207200,0,0,154,0,5,268,2,2,0,56.43,1,134,"MD",207,2068403,11/07/51
55630209167,0,511.43,45.67,0,3,336,2,1,0,16.16,0,168,"NY",100,405202,09/09/78
55630210967,0,20.99,166.98,0,4,259,2,2,0,51.44,0,259,"NJ",76,323003,05/06/74
55630213555,0,234.5,20,0,9,295,3,3,0,41.54,0,147.5,"MI",481,1204202,08/10/74
55630213847,0,100,15,0,5,571,3,2,0,52.36,0,285.5,"MD",207,787501,09/25/80
55630214105,0,477.11,94.12,0,17,702,2,9,4,27.99,0,78,"AZ",857,80101,01/24/79
55630215694,0,355.4,248.91,0,10,413,2,3,0,20.92,0,137.66,"MI",489,1382003,07/24/59
55630216367,0,0,1131.93,0,18,432,2,7,4,39.41,0,72,"NY",105,347802,12/06/77
55630217807,0,117.99,35.99,0,4,494,3,1,0,42.92,0,164.66,"CA",935,1214301,11/29/41
55630218790,0,0,301,0,5,187,1,2,0,22.32,0,187,"AL",350,1957603,08/07/81
55630226890,0,98,15,0,13,677,2,6,2,26.66,1,169.25,"OH",457,1805801,06/28/81
55630228643,35,0,1693.4,0,17,569,4,9,3,19.67,0,94.83,"MN",553,744601,10/27/34
55630228755,0,70.98,154.15,0,14,362,4,5,0,13.92,1,120.66,"PA",150,219203,12/15/35
55630230442,0,359.99,46.99,0,15,586,2,10,1,20.06,0,293,"IL",600,1773403,10/01/68
55630230680,0,0,209.95,0,5,258,1,2,0,48.54,0,129,"CA",920,1965102,12/27/67
55630231115,0,0,61.99,0,3,264,1,0,0,100,0,264,"FL",330,578601,10/17/78
55630231195,0,0,149.97,0,4,149,1,1,0,41.33,0,149,"LA",701,1334502,09/28/38
55630232040,0,382.94,107,0,13,396,3,5,0,22.19,1,99,"AL",354,430702,09/13/62
55630232444,0,147.99,121.47,0,5,496,2,2,0,16.47,1,165.33,"PA",194,1187502,07/06/62
55630236372,0,12.99,82,0,2,318,2,1,0,38.34,0,318,"MA",23,996901,05/24/62
55630236596,0,242.95,44.26,0,14,694,2,9,1,38.54,0,347,"MA",18,1716902,09/14/55
55630238172,0,0,125.96,0,8,489,1,6,0,35.8,0,489,"CA",941,938901,10/08/53
55630239746,67.49,79.75,31.5,0,16,370,3,5,1,25.91,0,185,"CT",64,1107702,12/18/64
55630239883,0,79.99,465.94,0,5,462,3,2,1,7.35,1,38.5,"AL",360,1510802,11/16/70
55630242964,0,0,732.98,0,16,530,1,10,3,22.7,0,132.5,"SC",299,1156801,11/01/88
55630244021,0,34.97,84.48,0,2,251,2,1,0,40.84,0,251,"KY",404,1445002,08/11/49
55630244403,779.83,137.97,390.01,0,20,675,4,8,7,12.24,1,42.18,"CT",64,228602,10/31/67
55630244436,0,0,79,0,1,104,2,0,0,117.96,0,52,"FL",346,1490002,07/06/62
55630246045,0,0,102.49,0,1,108,1,0,0,29.12,1,36,"MI",480,1337801,"NA"
55630247590,0,20,453.7,0,12,272,3,4,1,28.29,0,90.66,"MD",208,1565401,11/12/50
55630249163,0,397.22,15,0,18,678,4,9,4,17.75,0,113,"NJ",77,1201103,08/16/54
55630249376,0,100.78,70.18,0,1,71,2,0,0,35.5,0,71,"LA",708,1493302,01/05/56
55630258231,409,0,23.4,169.73,6,459,3,1,0,22.65,0,153,"LA",701,1133602,04/18/69
55630260254,0,468.75,21.5,0,14,546,3,6,0,28.07,1,136.5,"MO",656,393402,04/10/75
55630266061,0,24,129.99,0,12,340,2,6,0,73.68,0,340,"CA",920,572001,"NA"
55630268106,0,441.89,506.45,0,18,677,6,9,7,8.84,1,32.23,"FL",339,517701,11/07/68
55630269255,0,140.99,3557.51,0,23,688,4,11,10,16.32,0,27.52,"TX",757,2038502,07/26/72
55630269907,0,29,79,0,7,359,2,4,0,20.25,1,119.66,"CA",950,1391601,09/17/41
55630273485,0,0,44.98,0,7,110,1,2,0,100,0,110,"MO",631,761603,10/07/51
55630278990,104.97,0,38,0,12,677,2,7,0,44.34,0,338.5,"MS",386,902403,"NA"
55630280706,0,188.73,3.38,0,18,695,3,8,2,27.57,1,139,"AL",363,1552902,08/25/63
55630281091,0,0,668.95,0,22,474,2,9,3,15.11,0,67.71,"CA",951,261803,03/09/65
55630287301,0,25,130,0,6,194,2,2,0,71.68,0,194,"NY",112,562203,03/09/71
55630288504,0,0,104,0,5,190,1,2,0,89.12,0,190,"LA",700,504403,09/26/48
55630289202,0,0,139.5,0,8,300,1,4,0,100,0,300,"NY",113,2129601,09/14/69
55630293724,0,71.5,321.44,0,10,619,2,4,0,22.99,1,123.8,"PA",190,70101,02/01/38
55630294332,965.66,0,12.5,0,17,579,5,8,0,14.57,0,72.37,"VT",54,181203,"NA"
55630294660,0,333.89,341.14,0,16,702,6,8,6,14.46,1,21.93,"KS",662,1019201,11/28/76
55630296907,0,159.98,29.99,0,11,323,3,5,0,73.41,0,161.5,"MA",24,1140002,"NA"
55630297630,0,0,336.2,0,22,698,2,9,2,24.01,0,116.33,"HI",967,1457802,05/03/55
55630297832,0,10,228.5,0,15,489,2,6,1,38.82,0,244.5,"IA",525,345501,10/25/45
55630298246,59,0,74.98,0,2,683,2,1,0,50.71,0,341.5,"NJ",82,751601,09/28/58
55630304026,214.98,0,100,0,9,654,2,6,1,34.45,0,218,"FL",334,1526801,"NA"
55630307111,0,0,540.41,0,21,677,2,10,3,24.41,1,135.4,"OK",731,1093502,06/02/69
55630307180,0,159.31,110.67,0,15,320,2,6,0,27.7,0,320,"IL",606,1738701,05/26/59
55630314207,0,208,39.99,0,12,332,4,6,0,25.64,1,66.4,"IL",607,1597003,"NA"
55630314560,0,14.99,415.26,0,17,538,3,9,3,11.57,1,41.38,"ME",40,2144702,05/18/52
55630316010,68.99,0,61,0,4,336,2,1,0,38.11,0,168,"MI",488,403803,02/06/42
55630316504,0,0,143.98,0,4,581,1,1,0,100,0,581,"CA",943,205202,05/13/69
55630320035,0,284.94,181.94,0,7,599,2,2,0,17.91,0,299.5,"TX",759,1030801,01/30/44
55630324121,62.97,0,25,0,0,222,2,0,0,55.43,0,111,"CA",941,524901,06/28/65
55630324200,0,292,18,0,4,267,2,1,0,41.59,0,89,"WV",267,1045701,08/26/37
55630325786,0,0,45,64.79,0,642,2,0,0,100,0,642,"NY",115,1710901,10/09/68
55630330320,0,40.49,659.82,0,17,683,4,5,2,22.57,1,113.83,"FL",338,547701,12/02/39
55630337251,0,302.75,61.78,0,10,305,3,3,1,29.59,0,61,"VA",221,772503,02/10/44
55630337666,0,0,139.98,0,3,124,1,0,0,51.02,0,124,"MA",10,1025001,12/26/72
55630337893,0,0,452.66,0,4,138,1,1,0,20.09,0,138,"NJ",77,611401,06/15/62
55630339141,0,0,72.49,0,0,253,1,0,0,40.3,0,253,"KS",662,1141602,"NA"
55630339466,719.85,0,14.49,0,17,698,3,8,3,9.48,1,63.45,"MD",208,1211701,12/09/32
55630341197,656.43,0,81.4,0,1,417,2,0,0,22.9,0,69.5,"NC",270,1032103,06/04/36
55630341290,0,0,129.98,0,9,300,1,4,0,52.66,0,300,"CT",60,1705002,04/01/59
55630345023,0,264.98,59,0,1,467,2,0,0,24.74,0,233.5,"NJ",88,1043202,03/10/68
55630347274,0,218.96,127,0,4,186,4,2,0,27.39,0,93,"MI",488,736703,04/30/59
55630347735,0,0,79.49,0,7,694,1,3,0,53.01,0,694,"NY",112,845402,09/02/38
55630348116,0,48.98,63.08,0,14,403,3,6,1,20.48,1,100.75,"DC",200,1597103,04/27/43
55630349906,267.6,184.23,118.79,0,3,184,6,0,0,19.66,1,20.44,"MA",15,263402,12/17/75
55630351572,0,0,235.5,0,13,506,2,9,2,51.08,0,126.5,"PA",152,495303,05/29/72
55630354722,0,693.3,111.98,0,21,478,3,9,4,15.72,1,79.66,"SC",292,1034403,06/03/79
55630355002,0,251.61,428.99,0,18,702,2,9,6,10.91,1,63.81,"MA",22,1731103,"NA"
55630356047,0,0,229.97,0,15,507,1,6,0,59.83,0,253.5,"NC",275,1901903,"NA"
55630359402,0,19.98,5.99,49.96,10,530,3,4,1,30.74,0,176.66,"PA",163,1157602,12/29/30
55630360323,39.99,773.67,283.72,0,18,679,4,10,4,11.4,1,84.87,"AZ",850,1392501,01/07/59
55630362271,0,332.47,243.36,0,15,643,2,7,0,22.78,0,107.16,"NY",124,535303,12/23/49
55630363665,0,0,107,0,4,148,1,1,0,50.35,0,148,"MO",636,516601,06/20/68
55630363700,0,88.99,87.99,0,12,398,2,6,0,50,0,199,"NM",870,1687401,05/12/62
55630364677,0,0,1086.13,0,13,392,1,4,2,17.65,1,35.63,"VA",240,1070801,02/27/57
55630365490,0,0,1103.94,0,12,278,1,4,1,74.11,1,92.66,"ME",46,567103,11/24/50
55630365746,0,15,104.96,0,4,257,2,1,0,41.37,0,128.5,"CA",949,581202,01/28/35
55630372261,0,127,6,0,1,507,2,0,0,65.7,0,507,"IN",462,1546201,"NA"
55630379325,0,78.99,20,0,4,307,2,2,0,67.75,0,307,"OH",441,922702,09/18/78
55630381610,0,117.99,97.29,0,9,694,6,7,2,4.25,1,49.57,"TX",764,1471201,03/10/65
55630384635,0,0,139.92,0,5,507,2,2,0,25.5,0,253.5,"NY",141,1059402,06/11/79
55630385052,0,0,115.95,0,10,415,1,5,0,40.17,0,207.5,"CA",928,1848201,12/07/58
55630390924,0,0,81.98,0,3,696,1,1,0,67.39,0,348,"RI",28,1553002,02/24/53
55630395176,0,0,375.8,0,0,37,1,0,0,63.82,0,37,"MD",212,934503,"NA"
55630402836,0,0,308,0,13,505,1,9,1,38.04,0,505,"NY",146,109203,02/15/64
55630402962,0,0,383,0,13,524,1,6,0,20.74,0,524,"NY",125,1361103,01/20/69
55630404142,0,0,150.98,0,16,489,1,9,0,100,0,489,"CO",804,673701,09/11/63
55630406775,0,0,710.94,0,15,663,2,8,5,22.94,0,73.66,"PA",190,1779902,06/10/45
55630406900,0,0,868.49,253.03,8,492,4,4,3,27.85,1,61.5,"IL",606,57803,06/07/71
55630416394,0,0,606.71,0,3,177,2,1,0,15.06,1,59,"MD",208,156803,10/05/58
55630420476,0,97,219.99,0,7,538,4,4,1,20.39,1,107.6,"ME",43,1854701,05/02/60
55630421062,0,88,83,0,6,531,2,6,1,38.64,0,265.5,"NC",274,737101,01/24/58
55630422502,0,76.98,623.8,189.92,15,581,4,9,3,13.91,0,96.83,"CA",958,1463502,03/05/62
55630424223,0,0,39,134.19,1,242,4,0,0,36.01,0,60.5,"IN",473,728502,10/05/41
55630424627,0,38.99,838.17,220.95,2,296,5,0,0,29.48,1,21.14,"UT",841,157303,08/28/60
55630427172,0,0,842.17,0,19,678,1,8,5,8.99,1,75.33,"MA",12,473301,"NA"
55630431186,0,0,451.24,0,21,677,2,10,5,3.62,1,30.77,"ME",46,840902,08/07/52
55630431931,0,0,164.96,0,11,607,2,5,0,50.04,0,303.5,"NY",117,1429102,12/13/48
55630435564,0,0,132.97,0,12,488,1,8,0,31.22,0,488,"OH",452,401603,08/19/87
55630443642,0,0,72,0,1,613,1,3,0,100,0,613,"CA",913,1309102,07/18/68
55630449910,0,0,153.57,0,2,605,1,2,0,44.52,0,302.5,"NJ",70,332001,06/17/79
55630456390,0,0,210.99,0,6,309,1,2,1,13.56,1,51.5,"NJ",70,1119603,06/12/62
55630460641,0,0,338.49,0,14,662,1,5,1,27.4,0,220.66,"PA",194,159102,08/23/51
55630464216,0,0,194,0,4,187,1,2,0,52.12,0,187,"MD",207,497801,12/17/51
55630464883,0,0,68,0,1,341,1,1,0,23.25,1,170.5,"NY",119,632001,12/18/78
55630467987,0,0,618.91,0,15,320,1,6,1,32.62,1,64,"NC",282,1066702,12/31/33
55630475906,0,0,361.17,0,5,127,2,1,0,26.47,0,42.33,"NJ",74,1682603,08/13/44
55630477731,0,0,393,0,5,186,1,2,0,81.22,0,186,"OH",458,614102,04/16/71
55630483815,0,0,137.99,0,11,298,1,4,0,34.62,1,149,"MA",20,1157703,09/25/48
55630500792,0,0,200.24,15,10,605,2,4,0,23.33,1,151.25,"VA",222,1745303,11/27/58
55630500860,0,0,311.97,0,5,184,1,2,0,40.98,0,92,"CA",902,62801,06/08/68
55630505461,0,0,581.96,0,15,634,2,9,4,33.04,1,79.25,"AK",995,935903,10/19/52
55630509995,0,0,1254.77,0,25,678,1,10,5,14.61,1,52.15,"VA",220,1271302,03/12/82
55630510511,0,0,1106.6,0,15,500,1,8,3,14.95,1,62.5,"VT",52,10502,02/19/51
55630519567,0,0,55.39,0,2,608,1,2,0,53.87,0,608,"SC",296,2089301,08/18/74
55630520037,0,0,197.94,0,2,327,2,0,0,36.92,0,163.5,"CT",65,1024802,12/13/55
55630532764,0,0,72,0,2,187,1,0,0,15.52,1,93.5,"NY",116,787002,11/07/58
55630532786,0,0,302.32,0,1,65,1,0,0,30.27,0,13,"CA",908,1996502,"NA"
55630535251,0,0,84,0,3,134,1,1,0,100,0,134,"NV",891,2098303,06/02/59
55630538027,0,0,411.63,0,1,75,1,0,0,8.9,1,75,"IL",600,2036803,05/01/69
55630538571,0,0,58,0,13,586,1,9,0,57.19,0,293,"AZ",864,2033801,12/11/62
55630538694,0,0,719.07,0,18,411,1,9,2,9.89,1,82.2,"MS",393,768403,02/09/42
55630541360,0,0,130.46,0,9,260,1,3,0,22.25,0,260,"MD",217,1816103,02/27/52
55630543113,0,0,158.98,0,11,312,1,4,0,97.51,0,312,"MA",25,912801,07/06/59
55630546411,0,0,183.99,0,16,676,1,10,2,53.02,0,338,"TN",370,206502,09/09/73
55630551754,0,0,215,0,11,635,1,6,2,88.07,0,317.5,"VA",231,975401,08/03/84
55630556117,0,0,229.72,54.98,22,491,2,9,2,20.69,0,81.83,"NY",144,1138403,03/21/51
55630564682,0,0,99.99,0,7,478,1,3,0,100,0,478,"ME",40,1514602,12/15/38
55630566990,0,0,259.49,0,4,197,1,1,0,26.28,0,197,"NY",114,1720202,07/23/39
