cid,month,amount,payment_type,channel,buy,class,coupons,items
55629254505,201803,155.95,1,0,1,1,0,3
55629272055,201803,114.97,0,0,1,4,0,5
55629283507,201803,1399.8,1,0,2,11,2,34
55629284490,201803,303.3,1,1,1,4,1,7
55629285275,201803,327,1,0,3,7,1,14
55629293735,201803,156.99,0,0,2,2,0,4
55629295456,201803,151.5,1,0,1,2,0,3
55629302215,201803,39,1,0,1,1,0,2
55629307382,201803,530.98,0,0,4,10,0,19
55629308617,201803,74.46,1,0,1,8,0,22
55629310971,201803,203.4,1,0,1,4,1,4
55629320150,201803,336.59,1,0,1,4,1,6
55629337936,201803,107.97,1,0,1,3,1,5
55629341636,201803,172.72,1,0,1,4,1,7
55629341885,201803,166.37,1,0,1,2,0,10
55629349784,201803,39.48,0,0,1,2,1,2
55629353077,201803,521.87,1,0,5,12,2,21
55629359727,201803,200.1,0,0,1,2,0,9
55629359987,201803,200,0,0,1,4,0,11
55629362077,201803,208.99,0,0,1,4,0,6
55629372171,201803,282.95,1,0,1,3,1,6
55629401082,201803,278.03,1,0,1,0,0,2
55629402320,201803,113.33,1,0,3,2,1,3
55629404816,201803,46.8,1,0,1,2,0,3
55629406911,201803,18.02,0,0,1,3,0,6
55629407732,201803,132.88,1,0,1,4,1,8
55629416415,201803,29.99,0,0,1,1,0,1
55629417070,201803,31.49,0,0,1,3,0,4
55629417993,201803,152.34,1,0,1,2,1,2
55629418396,201803,131.98,1,0,1,2,0,6
55629427420,201803,128.99,0,0,1,1,0,1
55629428241,201803,18.99,0,0,1,2,0,2
55629434901,201803,62.96,1,0,1,4,2,7
55629442201,201803,583.97,0,0,1,10,0,26
55629442425,201803,93.97,0,0,1,2,0,3
55629444607,201803,208.46,1,1,1,5,1,18
55629446285,201803,249.99,0,0,1,5,1,14
55629456725,201803,77.99,1,0,1,11,5,33
55629469800,201803,9.99,1,0,1,7,1,16
55629470945,201803,109.48,0,1,1,5,0,13
55629538740,201803,56.96,0,0,1,3,0,5
55629558346,201803,137.45,1,0,1,1,0,5
55629564624,201803,8.99,1,0,1,1,1,1
55629579316,201803,61.98,0,0,1,2,0,2
55629594562,201803,178,1,1,1,5,0,9
55629597035,201803,45.98,1,0,1,6,1,14
55629599512,201803,207.9,1,0,1,4,1,4
55629616024,201803,679.9,1,0,1,1,0,5
55629629910,201803,614.55,1,1,1,9,0,31
55629636884,201803,483.41,1,1,1,7,0,20
55629638064,201803,540,1,0,1,8,5,35
55629641145,201803,113,0,0,1,2,0,3
55629641606,201803,831.21,1,1,1,2,0,18
55629653115,201803,90.46,0,0,1,2,0,5
55629667732,201803,79.77,1,1,1,1,0,3
55629674006,201803,128.97,1,0,1,7,0,12
55629684630,201803,107.29,1,0,1,4,2,7
55629688746,201803,62.97,1,0,1,4,0,4
55629689736,201803,93,1,0,2,5,1,6
55629706363,201803,454,0,0,1,4,0,16
55629712807,201803,215.11,0,0,2,6,0,9
55629718412,201803,183.13,0,0,1,2,0,4
55629727232,201803,211.67,1,0,1,3,0,6
55629736287,201803,77.98,1,0,1,2,0,2
55629754661,201803,41.49,1,0,1,2,0,4
55629756065,201803,15.96,1,0,6,5,2,17
55629757257,201803,793.46,1,0,1,0,0,2
55629773435,201803,35.98,0,1,1,2,0,5
55629788905,201803,210.36,1,0,1,8,1,13
55629797354,201803,263,1,0,1,6,0,8
55629817333,201803,59.49,0,0,1,2,0,5
55629819155,201803,98,1,0,1,1,0,2
55629884236,201803,34.8,1,0,1,3,0,6
55629918526,201803,75.99,1,0,1,3,1,5
55629918562,201803,52.99,1,0,1,1,0,3
55629952920,201803,455.89,1,0,1,9,3,53
55629982891,201803,220.98,1,0,1,8,0,19
55629998155,201803,77.98,0,0,1,2,0,2
55630000560,201803,124.98,0,0,1,2,0,4
55630019562,201803,86.97,0,0,2,3,0,3
55630027255,201803,121.64,1,0,1,1,1,1
55630036910,201803,138.93,0,1,1,3,0,5
55630070286,201803,70.58,1,0,1,2,0,7
55630071106,201803,270.91,1,0,1,6,2,16
55630078037,201803,50.98,1,0,1,3,1,5
55630093632,201803,23.99,1,0,1,4,0,14
55630103203,201803,161.56,1,0,1,1,0,6
55630103531,201803,84.99,1,0,1,7,3,16
55630107650,201803,112.95,0,0,1,3,1,3
55630145991,201803,35.99,1,0,1,4,0,5
55630150746,201803,87,1,0,1,3,0,8
55630163717,201803,404.96,1,0,1,5,2,15
55630181447,201803,47.99,0,0,1,4,0,5
55630182743,201803,108,0,0,1,3,0,4
55630195400,201803,154.39,1,0,1,3,1,5
55630203305,201803,39.98,0,0,1,2,0,3
55630204072,201803,63.87,1,0,1,4,1,6
55630205501,201803,58.47,1,0,1,5,1,6
55630214105,201803,79.99,0,0,1,2,0,8
55630216367,201803,189.97,1,0,1,4,1,12
55630217807,201803,35.99,0,0,1,2,0,2
55630244403,201803,162.51,1,0,1,7,2,20
55630249163,201803,161,1,0,1,6,1,9
55630269255,201803,676.86,1,0,1,6,1,27
55630278990,201803,38,1,0,1,2,0,2
55630294332,201803,29.99,1,0,1,8,1,14
55630294660,201803,69.83,1,0,1,6,0,24
55630297630,201803,11.99,1,0,1,4,1,7
55630304026,201803,23.99,0,0,2,5,1,9
55630314560,201803,171.49,1,0,1,7,1,17
55630316504,201803,143.98,0,0,1,1,0,2
55630337251,201803,131.45,1,0,1,4,0,7
55630339466,201803,449.86,1,0,1,5,2,11
55630341197,201803,327.84,0,0,1,8,0,15
55630349906,201803,7.18,0,0,1,4,0,11
55630356047,201803,48,0,0,1,1,0,2
55630362271,201803,23.99,1,0,1,4,1,9
55630372261,201803,133,0,0,1,4,0,4
55630390924,201803,81.98,1,0,2,3,1,3
55630395176,201803,375.8,1,0,1,8,1,12
55630406900,201803,58.07,1,0,1,8,1,14
55630421062,201803,88,0,0,1,1,0,1
55630424223,201803,48.98,1,1,1,1,0,2
55630424627,201803,681.66,1,0,1,4,0,13
55630449910,201803,14.99,1,0,1,2,1,3
55630509995,201803,144.13,1,0,1,3,1,9
55630573242,201803,65.98,1,0,1,3,1,6
55630579237,201803,112.99,1,0,1,3,0,4
55630598623,201803,142.87,1,0,1,7,1,20
55630599837,201803,381.08,1,1,1,8,2,28
55630635973,201803,109.99,1,1,1,3,0,4
55630659203,201803,139.97,1,0,1,1,0,1
55630659586,201803,33.49,1,0,1,6,1,15
55630662490,201803,298.79,1,0,1,16,1,43
55630680760,201803,77.98,0,0,1,1,0,4
55630683640,201803,143.99,1,0,1,2,0,4
55630707306,201803,103.97,0,0,1,5,0,5
55630715914,201803,84.98,0,0,3,3,0,5
55630717545,201803,106.97,0,1,1,3,0,4
55630737604,201803,41.98,0,0,1,4,0,6
55630738630,201803,73.85,1,0,1,7,0,16
55630779523,201803,76.96,1,0,1,10,1,15
55630787580,201803,55.98,1,0,1,0,0,1
55630796454,201803,439.32,0,0,1,4,0,8
55630831654,201803,163,1,0,1,2,0,3
55630833612,201803,489.08,1,0,1,4,1,11
55630870905,201803,439.15,1,0,1,7,0,28
55630873100,201803,182.97,0,0,1,2,0,5
55630873605,201803,492.66,1,1,1,9,3,40
55630876680,201803,9.78,0,0,1,0,0,0
55630887657,201803,59.39,0,0,1,6,2,9
55630887840,201803,118,1,0,1,7,2,16
55630893722,201803,288.17,0,0,1,2,0,5
55630900097,201803,118.17,1,0,2,5,1,9
55630903485,201803,594.73,1,0,1,8,1,20
55630909731,201803,46.33,1,0,1,10,2,37
55630916647,201803,38.98,0,0,1,2,1,2
55630935910,201803,60,1,0,1,5,2,10
55630938340,201803,486.45,1,1,1,0,0,1
55630938812,201803,7.5,1,0,1,6,0,10
55630953075,201803,116.95,0,0,1,5,0,6
55630955415,201803,189.53,1,1,1,12,3,43
55630959570,201803,87.54,1,0,1,8,2,29
55631018876,201803,37.17,0,0,4,4,0,6
55631027065,201803,389.66,1,1,1,4,1,9
55631037303,201803,93.98,0,0,1,3,0,3
55631130767,201803,34.99,0,0,1,3,0,5
55631140342,201803,19.99,0,0,1,2,0,4
55631151683,201803,84.96,1,0,1,2,1,3
55631154790,201803,62.85,0,0,1,6,0,7
55631156936,201803,86.84,1,0,1,3,0,7
55631177456,201803,310.45,1,0,2,6,1,11
55631233017,201803,95.97,0,0,1,3,0,3
55631241377,201803,108.52,0,0,1,2,0,6
55631252821,201803,23.98,0,0,1,6,0,15
55631253653,201803,84.93,1,0,1,3,1,4
55631256274,201803,14.99,0,0,1,2,0,3
55631260244,201803,35.97,0,0,1,2,0,3
55631264093,201803,99.43,1,0,4,4,1,8
55631281056,201803,300.15,1,0,1,7,1,7
55631309680,201803,56.27,1,0,1,5,0,16
55631316707,201803,94.96,0,0,1,7,0,16
55631357502,201803,36.09,1,0,1,4,0,8
55631361202,201803,125.37,1,0,1,3,0,8
55631383015,201803,50.96,0,0,1,1,0,2
55631393593,201803,93.18,0,0,1,2,0,4
55631400893,201803,43.07,0,0,1,5,0,8
55631407427,201803,80.38,0,0,1,1,0,1
55631409252,201803,347.45,0,0,1,3,0,6
55631412683,201803,104.34,1,0,1,4,1,8
55631426590,201803,104.52,1,0,1,11,1,31
55631462835,201803,70.99,0,0,1,2,0,3
55631468235,201803,11.99,0,0,2,3,0,5
55631473390,201803,71.75,0,0,1,2,0,2
55631478157,201803,49.78,1,0,1,2,0,5
55631483694,201803,44.47,0,0,1,5,0,8
55631487812,201803,346,0,0,1,6,1,12
55631494955,201803,287.76,0,0,1,7,0,8
55631503107,201803,122.95,0,0,1,1,1,1
55631510051,201803,253.58,1,0,1,11,2,50
55631511593,201803,244.74,1,0,1,6,2,13
55631520593,201803,29.08,0,0,1,6,1,11
55631553746,201803,17.99,0,0,1,2,0,3
55631592705,201803,169.85,1,0,1,6,2,14
55631597915,201803,54.71,1,0,1,11,2,60
55631604077,201803,14.99,1,0,1,2,0,2
55631613202,201803,14.99,0,0,1,3,0,5
55631618164,201803,179.93,0,0,1,6,1,19
55631621854,201803,4.5,1,0,1,4,0,5
55631629472,201803,181.97,1,0,1,8,1,14
55631635310,201803,337.46,0,0,1,2,0,7
55631639686,201803,262.88,0,0,1,1,0,3
55631658575,201803,202.99,0,0,1,4,0,6
55631683980,201803,78.98,1,0,1,5,1,12
55631690322,201803,126.46,1,0,1,3,0,7
55631696364,201803,83.98,0,0,1,2,0,3
55631698221,201803,284,1,0,1,6,2,14
55631713722,201803,38.98,1,0,1,4,1,8
55631736842,201803,480.74,1,0,1,1,0,7
55631745976,201803,74.38,0,0,1,5,0,6
55631747822,201803,165.43,0,0,1,3,0,7
55631763334,201803,112.7,1,0,1,7,3,22
55631765000,201803,220.91,0,0,1,4,0,10
55631773425,201803,146.97,1,0,1,9,1,19
55631798312,201803,458.07,1,0,1,9,2,47
55631807524,201803,4.98,0,1,1,0,0,1
55631818335,201803,38.98,1,0,1,5,0,18
55631847001,201803,59.48,0,0,1,1,0,1
55631863122,201803,129.99,1,0,1,4,1,6
55631864844,201803,163.93,0,0,1,2,0,4
55631890810,201803,98.46,1,0,1,7,2,14
55631897626,201803,49.79,0,0,1,2,0,3
55631900911,201803,251,0,0,1,5,0,8
55631934075,201803,82.45,1,0,1,7,0,15
55631944843,201803,349.92,0,0,1,5,0,12
55631948724,201803,245.95,1,0,1,4,1,12
55631949400,201803,117.76,1,0,1,5,0,8
55631962616,201803,128.97,1,0,1,4,0,13
55631979133,201803,126,1,0,5,15,2,34
55632024164,201803,24.98,1,0,1,8,1,23
55632066421,201803,364.7,1,0,1,5,1,10
55632074882,201803,80.97,1,0,1,1,1,2
55632096604,201803,46.47,1,0,1,6,0,12
55632101146,201803,135.94,0,0,1,0,0,2
55632102284,201803,17.99,0,0,1,4,0,10
55632119925,201803,479,1,0,1,4,3,31
55632129667,201803,137.95,0,0,2,3,0,5
55632136250,201803,256.04,1,0,1,0,0,2
55632136960,201803,59.98,0,0,1,4,1,6
55632176311,201803,197.75,0,0,7,12,2,25
55632213740,201803,31.48,1,0,1,1,0,3
55632218442,201803,266.8,1,0,1,1,1,3
55632219803,201803,87.56,1,0,1,8,2,23
55632247750,201803,161.88,1,0,1,11,1,65
55632258457,201803,44.98,1,0,1,1,0,2
55632274411,201803,165.73,0,0,1,1,0,3
55632279517,201803,71.45,1,0,1,5,0,14
55632288856,201803,29,1,0,1,2,0,2
55632306282,201803,17.99,0,0,1,3,0,4
55632317251,201803,111.93,1,0,1,6,0,22
55632319826,201803,43.98,1,0,3,4,1,9
55632322301,201803,34,0,0,1,4,2,9
55632324606,201803,4.89,1,0,1,3,0,8
55632329481,201803,9.99,1,0,1,6,2,12
55632370247,201803,162.98,0,0,2,3,0,4
55632376054,201803,131.99,1,0,1,0,0,0
55632388385,201803,39,1,0,1,3,0,6
55632431944,201803,53.39,0,0,1,1,1,1
55632457425,201803,327.91,1,0,1,4,1,12
55632460722,201803,59.05,1,0,1,5,1,20
55632463455,201803,29.99,0,0,1,4,1,4
55632492107,201803,190.91,1,0,1,6,2,13
55632534984,201803,166.08,1,0,1,1,0,5
55632545265,201803,17,1,0,1,2,0,5
55632560183,201803,92.96,0,0,1,2,0,2
55632573907,201803,239.96,0,0,1,2,0,2
55632580851,201803,115.28,1,0,1,5,0,6
55632585690,201803,69.89,1,0,1,0,0,3
55632600986,201803,67.96,1,0,1,3,1,3
55632602966,201803,62.98,1,0,1,4,0,10
55632609187,201803,29.98,1,0,1,5,0,9
55632610990,201803,128.55,1,0,1,6,0,13
55632618110,201803,149.2,1,0,1,4,0,14
55632672604,201803,144.57,1,0,1,10,2,26
55632677173,201803,236.37,1,0,1,5,1,9
55632683664,201803,219.73,0,0,1,5,0,17
55632685374,201803,241.74,1,0,1,1,0,2
55632711732,201803,151.08,1,0,1,4,1,6
55632729597,201803,422.99,0,0,1,1,0,2
55632742815,201803,166.49,1,0,1,2,1,4
55632810844,201803,42.75,1,1,1,13,4,49
55632813984,201803,8.99,0,0,1,3,0,3
55632816356,201803,152.95,1,0,1,3,0,5
55632822342,201803,69.99,0,1,1,3,0,5
55632824502,201803,34.99,0,0,1,2,0,3
55632846395,201803,207.47,1,0,1,7,2,15
55632863156,201803,188.59,1,0,1,4,1,6
55632877502,201803,4.82,1,0,1,3,1,9
55632882881,201803,55.97,0,0,1,3,0,5
55632883756,201803,499.95,1,0,1,10,0,13
55632884926,201803,47.98,1,0,1,5,1,9
55632889033,201803,266.96,1,0,1,7,1,12
55632892655,201803,134.98,0,0,1,3,0,4
55632894581,201803,55.99,0,0,1,6,2,11
55632901845,201803,109.15,1,0,1,4,0,6
55632902543,201803,149.98,1,0,1,3,1,5
55632904127,201803,153.43,1,0,1,9,0,16
55632905852,201803,18.58,0,0,1,2,1,2
55632911507,201803,129.95,0,0,1,1,0,2
55632914986,201803,289.24,0,0,1,4,0,5
55632919680,201803,5.99,0,0,1,2,0,3
55632920215,201803,61.59,1,0,2,1,1,3
55632924637,201803,79.46,0,0,1,3,0,8
55632928475,201803,234.71,1,0,1,5,1,19
55632930555,201803,262.36,1,0,1,1,1,2
55632942042,201803,37.98,0,0,1,2,0,4
55632945791,201803,110.18,1,0,1,6,0,11
55632947025,201803,53.98,0,0,1,2,0,2
55632948930,201803,142.97,0,0,2,5,0,6
55632958027,201803,515.51,1,0,1,3,1,16
55632962066,201803,29.99,1,0,1,2,1,3
55632963575,201803,179.96,0,0,1,4,2,6
55632965984,201803,14.99,0,0,1,3,0,3
55632976120,201803,105.07,0,0,1,3,0,7
55632977367,201803,112.98,1,0,1,1,0,1
55632982983,201803,349.92,1,0,6,12,1,23
55633002417,201803,18.99,0,0,1,4,0,6
55633014456,201803,150.56,1,0,1,8,0,17
55633021331,201803,57.99,1,0,1,2,0,2
55633035347,201803,71.39,0,0,1,2,0,2
55633049243,201803,10,0,0,1,4,0,6
55633052887,201803,36.38,1,0,1,4,2,15
55633054034,201803,167.16,0,0,1,6,1,9
55633058784,201803,129.47,0,0,1,1,0,1
55633070630,201803,560.53,1,0,1,13,3,52
55633097350,201803,251,1,0,1,3,0,10
55633100146,201803,509.17,0,0,1,9,1,23
55633100700,201803,59,1,0,1,6,1,17
55633106537,201803,38.98,0,0,1,4,0,4
55633121657,201803,95.96,0,0,4,5,0,7
55633159515,201803,29.99,0,0,1,1,0,1
55633162946,201803,161,0,0,1,1,0,2
55633172734,201803,83.98,1,0,1,4,1,6
55633173173,201803,20.99,1,0,1,2,0,3
55633173432,201803,29.4,0,0,1,1,0,1
55633186742,201803,83.95,1,0,1,4,1,24
55633189712,201803,69.99,0,0,1,3,0,8
55633196707,201803,13.99,0,0,1,1,0,1
55633223302,201803,160.32,1,0,1,1,0,3
55633224686,201803,198,0,0,1,3,1,5
55633238863,201803,88.77,0,0,2,3,0,6
55633246963,201803,1180,1,0,1,8,2,27
55633255826,201803,19.98,1,0,3,10,2,21
55633258371,201803,72.98,0,0,3,4,0,5
55633265243,201803,172.94,0,0,1,1,0,3
55633270553,201803,235,0,0,1,3,0,3
55633279125,201803,143.93,0,0,1,8,0,10
55633280666,201803,139.56,0,0,1,3,0,13
55633280701,201803,68.99,0,1,1,6,0,26
55633284583,201803,71.98,0,0,1,2,0,2
55633289476,201803,162.57,1,0,1,5,1,10
55633299152,201803,127.44,0,0,1,4,0,6
55633305880,201803,72.96,1,0,1,2,1,2
55633309534,201803,56.99,0,0,1,1,0,2
55633336480,201803,84.88,0,1,2,3,0,5
55633357854,201803,68,0,0,1,1,0,2
55633361767,201803,56.67,0,0,1,2,1,3
55633361961,201803,88.98,1,1,1,2,0,3
55633366245,201803,45.48,1,1,1,2,1,2
55633371306,201803,83.99,0,0,1,2,0,2
55633377416,201803,527.39,1,0,1,4,0,8
55633380623,201803,178.44,0,0,2,2,0,3
55633384832,201803,32.98,0,0,1,2,0,4
55633387824,201803,238.43,1,0,1,3,1,8
55633394462,201803,279,0,0,1,2,0,2
55633396420,201803,93.47,1,0,1,2,0,9
55633397151,201803,71.49,1,0,1,8,0,23
55633398927,201803,83.36,1,0,1,4,0,11
55633406587,201803,957.94,1,0,1,6,1,28
55633406871,201803,22.97,0,0,1,4,0,10
55633413721,201803,108.96,1,0,1,1,0,1
55633417736,201803,254,1,0,1,3,0,13
55633421324,201803,23.99,0,0,1,2,0,2
55633429191,201803,53.97,0,0,1,4,1,5
55633438065,201803,97.98,1,0,1,7,2,12
55633450092,201803,571.4,1,0,1,7,1,32
55633453693,201803,385.4,1,0,1,6,0,13
55633463603,201803,591.52,1,0,1,10,5,41
55633465980,201803,35.99,1,0,1,3,0,6
55633466855,201803,179.89,0,0,2,6,0,11
55633469522,201803,345.95,1,0,1,16,6,43
55633471015,201803,32.98,0,0,1,6,0,13
55633475606,201803,52.46,1,0,1,5,1,10
55633476373,201803,47.97,1,0,2,6,0,7
55633485643,201803,79.65,1,0,1,2,0,2
55633492166,201803,113.9,0,0,1,3,1,7
55633493314,201803,141.98,1,0,1,3,0,4
55633506612,201803,195.17,0,0,1,0,0,0
55633507714,201803,524.44,1,0,1,4,1,50
55633510367,201803,123.93,0,0,1,4,0,8
55633512822,201803,103.17,0,0,1,1,0,4
55633513913,201803,115.36,1,0,1,6,1,21
55633514417,201803,146.38,1,0,1,4,2,7
55633523994,201803,8.99,0,0,1,2,0,3
55633524757,201803,284.47,1,0,1,9,3,38
55633525411,201803,11.99,0,0,2,2,1,3
55633527301,201803,11.99,1,0,1,2,0,3
55633527932,201803,360.99,0,1,1,5,2,34
55633530707,201803,142.37,1,0,1,4,1,16
55633534185,201803,317.93,1,0,1,7,2,36
55633535322,201803,523.33,1,0,1,6,2,35
55633536572,201803,82.94,1,0,1,6,1,17
55633541161,201803,296.46,0,0,1,7,0,10
55633549521,201803,115.44,0,1,1,4,0,6
55633557113,201803,334.79,1,0,1,6,1,8
55633563673,201803,17.99,0,0,1,1,0,1
55633569231,201803,46.8,1,0,1,4,0,12
55633574516,201803,48,0,0,1,4,0,6
55633576950,201803,141.44,1,0,1,0,0,2
55633577522,201803,94.98,0,0,1,5,0,7
55633580254,201803,95.95,0,0,1,3,0,3
55633582447,201803,100.94,0,0,1,5,0,6
55633586692,201803,65.96,0,0,1,1,0,2
55633587602,201803,77.97,0,0,1,1,0,3
55633591562,201803,68,0,0,1,1,0,2
55633592011,201803,350.32,1,0,1,4,0,19
55633601447,201803,51.47,1,0,1,5,0,8
55633603023,201803,21,0,0,1,5,0,8
55633603405,201803,26.98,0,0,1,3,0,5
55633604237,201803,328.94,0,0,1,6,1,15
55633605702,201803,45.39,0,0,1,5,1,16
55633610180,201803,29,1,0,1,2,0,2
55633630171,201803,270.78,1,0,1,12,2,45
55633702384,201803,11.99,0,0,1,5,0,6
55633719023,201803,651.13,1,0,1,5,2,19
55633720856,201803,56.97,1,0,1,1,0,1
55633751683,201803,35.99,1,0,1,3,1,3
55633775296,201803,26.98,1,0,1,5,1,7
55633781697,201803,144.74,0,0,4,6,0,11
55633788054,201803,106.47,1,0,1,5,0,10
55633802590,201803,144.95,1,0,1,0,0,1
55633806987,201803,75.96,1,0,1,0,0,2
55633807292,201803,50.99,1,0,1,4,0,6
55633819035,201803,384.57,1,0,1,2,1,4
55633825122,201803,93.53,0,0,1,4,0,8
55633825267,201803,133.74,0,0,1,4,0,9
55633832931,201803,137,0,0,1,4,0,7
55633833086,201803,97.46,0,0,1,1,1,1
55633833561,201803,184.41,0,0,1,2,0,5
55633833954,201803,87,0,0,1,2,0,3
55633849344,201803,100.96,0,0,1,3,0,4
55633851604,201803,223.9,0,0,1,7,1,32
55633857455,201803,51.79,1,0,1,2,0,5
55633858931,201803,267.99,0,0,1,3,0,4
55633865285,201803,83.47,1,0,1,0,0,1
55633873475,201803,116.09,1,0,2,3,1,3
55633891251,201803,164.99,1,0,1,3,1,6
55633893725,201803,44.47,0,0,1,3,0,9
55633894344,201803,165.42,0,0,1,4,2,11
55633896753,201803,37.48,0,0,1,2,0,5
55633910417,201803,25.98,0,0,1,3,0,6
55633919760,201803,98,0,0,1,3,1,6
55633940052,201803,96.97,1,0,1,2,0,6
55633948560,201803,11.99,0,0,1,5,0,7
55633957830,201803,71.98,0,0,1,4,0,6
55633985323,201803,10,0,0,1,2,0,6
55633994695,201803,65.98,1,0,1,0,0,0
55634008247,201803,210.96,0,0,1,9,3,33
55634008272,201803,32.97,0,0,1,14,0,26
55634017034,201803,57,1,0,1,2,0,4
55634026337,201803,39.98,0,0,1,2,0,3
55634036475,201803,37.49,1,0,1,9,1,22
55634047062,201803,154.14,1,0,1,5,1,14
55634048502,201803,53.55,1,0,1,3,1,8
55634073782,201803,572.93,1,0,7,8,0,16
55634074433,201803,209.99,1,0,1,5,2,6
55634116586,201803,9.99,0,0,1,3,0,4
55634116654,201803,46.97,0,0,1,3,0,4
55634129852,201803,120.92,1,0,1,5,1,15
55634146390,201803,68,1,0,1,1,0,2
55634165816,201803,30.98,0,0,1,2,0,3
55634167821,201803,39,0,0,1,1,0,2
55634184550,201803,95.08,0,0,1,4,2,6
55634195415,201803,190.93,1,0,1,1,0,2
55634196643,201803,35.98,0,0,1,1,0,1
55634201163,201803,142.43,1,0,1,4,2,9
55634231267,201803,47.96,1,0,1,8,2,22
55634234385,201803,14.99,0,0,1,3,1,5
55634237683,201803,204.28,1,0,1,5,2,33
55634238796,201803,78.47,1,0,1,4,0,9
55634247503,201803,466.28,0,0,1,5,0,22
55634251405,201803,89.94,0,0,1,2,0,6
55634260351,201803,142.43,0,0,1,2,0,10
55634265774,201803,65.23,0,0,1,4,0,10
55634266584,201803,6,1,0,2,4,2,7
55634274266,201803,23.99,0,0,1,4,0,4
55634275900,201803,75.93,1,0,1,7,0,31
55634283583,201803,20.98,0,0,1,5,0,6
55634290062,201803,253.66,1,0,1,2,1,7
55634290592,201803,405.34,1,0,1,6,2,18
55634291636,201803,23.98,1,0,1,3,0,4
55634300141,201803,588.47,1,1,1,0,0,0
55634315396,201803,133.79,0,0,1,3,0,5
55634325320,201803,58.67,0,0,1,4,0,4
55634339415,201803,59.98,1,0,1,5,0,11
55634339473,201803,83.99,0,0,2,6,1,9
55634343205,201803,230.84,0,0,2,6,0,7
55634352724,201803,350.95,0,0,1,4,0,7
55634374010,201803,92.94,1,0,1,5,0,10
55634389063,201803,144.95,0,0,1,3,0,9
55634392944,201803,71.98,0,0,1,2,0,2
55634407974,201803,247.46,1,0,1,3,1,4
55634410176,201803,41.97,0,0,5,7,0,12
55634423813,201803,5.5,1,0,1,5,2,13
55634432385,201803,47.98,0,0,1,3,0,5
55634440946,201803,1271.98,1,0,1,9,0,89
55634453896,201803,165.91,1,0,1,1,0,4
55634465686,201803,137.91,0,0,1,2,0,4
55634478163,201803,305,0,0,1,3,0,3
55634488841,201803,92.26,1,0,1,3,1,8
55634496037,201803,105,1,0,2,4,1,6
55634497470,201803,8.2,1,0,1,7,0,18
55634515646,201803,96.46,1,0,1,4,1,7
55634516784,201803,15.98,0,0,1,3,0,4
55634533073,201803,122,1,0,1,2,1,5
55634534027,201803,288.4,1,1,1,12,6,38
55634550782,201803,41.99,1,0,1,1,0,1
55634577952,201803,441.76,1,0,1,0,0,0
55634578030,201803,80.31,0,0,1,2,0,8
55634581810,201803,173.97,0,0,1,5,0,6
55634583881,201803,17.99,0,0,1,2,0,5
55634600890,201803,115.97,0,0,1,3,0,5
55634601541,201803,38.99,1,0,1,3,1,4
55634607651,201803,23.98,1,0,1,4,0,9
55634610505,201803,194.48,0,0,4,8,0,17
55634646395,201803,421.58,1,0,1,7,0,37
55634649220,201803,63.97,1,0,1,5,0,10
55634651647,201803,79.15,1,0,1,5,0,8
55634652954,201803,23.98,0,0,1,4,0,8
55634684432,201803,39.12,0,0,1,7,0,16
55634686931,201803,96.46,0,0,1,1,0,2
55634698000,201803,361.4,1,1,1,8,3,22
55634703036,201803,74.47,0,0,1,4,0,7
55634704084,201803,222.96,1,0,1,1,0,2
55634704783,201803,73.47,0,0,1,6,0,16
55634707786,201803,256.99,1,0,1,1,0,3
55634717293,201803,80.14,1,0,1,6,1,20
55634722761,201803,71.95,0,0,1,3,0,6
55634730140,201803,123.36,1,0,1,4,1,37
55634733064,201803,124.43,1,0,1,5,2,8
55634733503,201803,55.98,0,0,1,2,0,3
55634736755,201803,462.97,1,0,1,5,2,17
55634753877,201803,82.38,0,0,1,2,0,5
55634754384,201803,164.95,0,0,1,15,0,28
55634759943,201803,34,1,0,1,2,0,3
55634767863,201803,35.98,0,0,1,1,0,1
55634769021,201803,923.95,1,0,3,12,0,30
55634776186,201803,126.74,1,0,1,11,1,48
55634782554,201803,321.99,1,0,1,4,2,12
55634788901,201803,44.97,1,0,1,6,0,21
55634807055,201803,107,1,0,1,1,1,2
55634809172,201803,127,0,0,1,4,0,7
55634810136,201803,260.93,0,0,1,3,0,7
55634830703,201803,5.99,0,0,1,3,0,4
55634834664,201803,46.08,0,0,1,4,0,5
55634867471,201803,83.39,0,0,1,4,0,7
55634874310,201803,63.52,1,0,1,2,0,6
55634889587,201803,96.98,0,0,2,3,0,4
55634908330,201803,131.93,1,0,1,3,0,9
55634912456,201803,110.58,0,0,1,5,1,5
55634913424,201803,83.77,1,0,1,3,2,9
55634914007,201803,56.97,0,0,1,1,0,3
55634914797,201803,88,0,0,1,1,0,1
55634935497,201803,155.75,0,0,1,2,0,3
55634938412,201803,153.72,1,0,1,9,1,24
55634948626,201803,48.98,0,0,2,1,0,1
55634950832,201803,242.26,1,0,1,3,1,9
55634953802,201803,173.1,0,0,1,6,1,10
55634959981,201803,129.33,1,0,1,3,0,7
55634960044,201803,14.99,0,0,1,3,2,10
55634962655,201803,17.99,1,0,1,2,0,2
55634964703,201803,52.18,1,1,1,4,0,5
55634977134,201803,55.49,0,0,1,3,0,3
55634987610,201803,70.46,0,0,1,0,0,2
55634994100,201803,41.97,0,0,1,3,0,5
55635004572,201803,137.55,1,0,1,3,2,6
