cid,last_month_buy,amount,payment_type,channel,buy,class,coupons,items
55627390515,201709,79.99,0,0,1,1,0,1
55627392485,201711,79.97,0,0,1,1,0,3
55627392597,201705,673.2,1,0,1,4,0,13
55627393712,201702,435.96,1,0,8,2,0,4
55627394836,201705,458.89,1,0,2,3,0,8
55627395523,201707,76.5,0,0,1,1,0,2
55627396997,201709,397.33,0,0,4,2,0,8
55627398122,201707,832.14,1,0,39,7,0,22
55627403521,201707,120.49,0,0,1,3,0,7
55627403576,201707,29,1,1,3,3,0,3
55627407716,201701,193.99,1,0,4,3,0,4
55627408032,201701,218.78,1,0,3,2,0,6
55627408764,201706,83.99,0,0,1,2,0,2
55627409901,201708,169.49,0,0,1,1,0,2
55627411362,201701,259,1,0,2,7,0,11
55627414480,201711,255.47,0,0,3,4,0,8
55627415852,201704,129.99,0,0,1,1,0,1
55627419607,201708,155.5,0,0,4,4,0,6
55627421983,201701,898.46,1,0,2,9,0,20
55627427145,201702,99.85,1,0,2,0,0,0
55627429316,201704,88.98,0,0,1,3,0,3
55627433265,201701,300.96,0,0,12,3,0,8
55627434187,201709,409.46,0,0,2,5,0,15
55627434705,201702,616.98,0,1,9,1,0,1
55627436891,201705,116.99,1,0,1,3,0,4
55627438587,201704,69,0,0,1,1,0,1
55627445123,201708,141.79,1,0,7,5,0,11
55627446427,201708,99.49,0,0,5,2,0,5
55627450783,201705,148,0,0,1,2,0,2
55627453021,201706,370.49,0,0,3,3,0,10
55627461615,201710,443.9,1,0,10,3,1,13
55627461864,201704,798.23,1,0,5,5,0,9
55627466883,201706,1332.48,1,0,7,8,0,36
55627469976,201709,574,1,0,11,9,2,23
55627472167,201708,156,0,0,2,0,0,1
55627474497,201709,358.98,0,0,3,6,0,10
55627475331,201710,98.99,1,0,2,0,0,0
55627477142,201703,183,0,0,1,2,0,2
55627477737,201708,255.47,0,0,1,4,0,6
55627481675,201705,73.99,0,0,1,2,0,2
55627487121,201711,344.99,0,0,4,5,0,10
55627490033,201705,514.96,1,1,7,5,0,9
55627490527,201702,63.49,0,0,11,6,1,13
55627490606,201703,328,1,0,1,3,0,5
55627491294,201708,165.49,0,0,2,0,0,1
55627493386,201707,158.45,0,0,5,3,0,8
55627493500,201709,261,0,0,1,3,0,4
55627494750,201705,184.97,1,0,2,3,0,6
55627496875,201704,180,1,0,1,4,0,6
55627507324,201707,69.98,0,0,1,1,0,2
55627510135,201701,453.42,1,0,6,4,0,8
55627510193,201707,54.72,0,1,2,2,0,3
55627510283,201702,19.99,0,0,3,1,0,3
55627518294,201708,103.98,0,0,1,3,0,3
55627519813,201705,78,0,0,1,2,0,4
55627521184,201703,133.99,0,0,3,5,0,8
55627527463,201706,195.17,1,0,1,6,0,12
55627527496,201703,451.99,0,0,1,6,0,11
55627534270,201708,72.5,0,0,1,3,0,4
55627536881,201704,129.99,0,0,1,1,0,1
55627550311,201705,439,1,0,2,6,0,12
55627556263,201704,128.21,0,0,3,3,0,7
55627557556,201704,129.98,0,0,1,2,0,2
55627559987,201704,129.99,0,0,1,1,0,1
55627560031,201709,512.49,1,0,2,7,1,8
55627562080,201707,255.67,0,0,3,7,0,13
55627562721,201708,318.7,0,0,2,6,0,9
55627568143,201706,1476.56,1,1,11,4,0,20
55627568392,201707,384.68,1,0,6,8,1,12
55627568471,201707,1190.79,1,0,8,4,0,12
55627570616,201703,59.47,0,0,5,1,0,3
55627570652,201708,449.37,0,0,7,5,0,13
55627574544,201705,182.93,1,0,2,3,0,6
55627575196,201705,294.99,1,1,5,2,0,4
55627577031,201703,183.49,0,0,4,2,0,5
55627577673,201711,484.87,1,0,2,7,0,15
55627579372,201705,216.98,0,0,2,4,0,5
55627581056,201711,175.99,0,0,2,2,0,2
55627582374,201707,106.97,0,0,1,3,0,5
55627584127,201707,107.95,0,0,1,4,0,5
55627584567,201705,241.99,0,0,2,4,0,7
55627586864,201707,107.99,1,1,3,2,1,7
55627587414,201706,699.22,0,0,16,1,0,3
55627589777,201708,154.94,0,0,6,7,0,11
55627589960,201709,243.22,1,0,4,3,0,9
55627591666,201703,651.22,1,0,7,6,2,21
55627591813,201704,185.95,1,0,12,5,1,13
55627594243,201709,164,0,0,1,2,0,2
55627594603,201705,114.23,0,0,2,2,0,3
55627595705,201709,629.98,1,1,4,14,0,25
55627598067,201708,1264.71,1,0,23,5,0,14
55627598203,201706,189.95,1,0,4,3,0,6
55627599532,201705,207,0,0,1,1,0,3
55627603116,201707,17.99,0,0,1,2,0,3
55627605817,201710,259.19,1,0,1,2,0,4
55627606090,201709,167.97,0,0,2,4,0,8
55627606371,201708,142.38,0,0,1,1,0,12
55627607574,201701,524.97,1,0,2,0,0,0
55627608520,201706,196.97,0,0,1,5,0,10
55627609565,201709,184,0,0,1,3,0,3
55627616620,201703,112.46,0,0,3,4,0,6
55627620814,201708,120.97,0,0,1,4,0,4
55627621613,201706,87.99,0,0,1,3,0,3
55627622074,201707,198.98,0,0,1,5,0,8
55627622737,201702,167,0,0,1,0,0,0
55627623312,201707,227,0,0,1,3,0,3
55627625620,201710,256.96,0,0,3,1,0,3
55627626856,201709,675.96,1,0,1,6,1,10
55627628634,201710,428.17,0,0,4,3,0,7
55627633977,201708,681.29,1,0,4,5,0,9
55627635081,201702,218.25,1,0,6,2,0,8
55627640221,201704,941.63,1,0,8,5,0,13
55627644056,201702,239,0,0,3,4,0,7
55627644102,201710,194.4,1,0,1,2,0,4
55627644575,201708,192.99,0,0,2,2,0,6
55627644621,201704,69.99,0,0,1,1,0,1
55627646782,201707,701.72,1,0,6,1,0,2
55627647040,201711,243.88,1,0,1,4,1,6
55627651786,201703,861.56,1,0,3,7,1,22
55627653870,201706,213.98,1,0,6,2,0,5
55627655252,201709,131.93,0,0,2,5,0,9
55627661271,201706,242,0,0,3,5,0,10
55627661956,201708,338.76,1,0,1,3,1,3
55627665804,201707,76.96,0,0,1,4,0,4
55627669967,201709,479.06,1,0,4,8,0,13
55627676604,201710,190.99,1,0,2,7,0,15
55627678552,201707,192.7,1,0,21,1,0,4
55627680946,201702,30.99,0,0,2,3,0,8
55627682487,201704,371.67,1,0,1,10,0,17
55627683895,201703,482.5,1,0,5,7,0,13
55627685831,201707,181.96,0,0,2,2,0,8
55627688160,201707,298.43,1,0,3,7,0,13
55627689194,201711,193.48,0,0,3,2,0,3
55627690576,201709,580.49,1,0,6,11,0,20
55627692253,201709,79.99,0,0,1,1,0,2
55627696271,201705,67.48,0,0,1,1,0,1
55627700194,201704,776.81,1,0,7,1,0,2
55627700734,201704,176,0,0,1,2,0,2
55627703243,201710,384.86,1,0,18,2,0,10
55627703481,201701,211.5,1,0,2,1,0,2
55627704651,201706,276.46,0,0,14,8,0,22
55627705032,201704,171,1,0,2,8,0,10
55627710014,201707,164.98,1,0,1,4,0,10
55627710025,201707,116.47,0,0,1,1,0,2
55627711567,201702,705.85,1,0,13,2,0,7
55627713673,201706,90,1,0,2,1,0,3
55627717600,201709,220.95,1,0,2,5,0,6
55627721535,201706,152.45,1,0,4,8,0,20
55627721917,201704,252.88,0,0,1,5,0,8
55627726677,201710,380.96,0,0,5,5,0,18
55627732627,201705,97.99,0,0,2,4,0,4
55627733574,201706,445.5,1,0,1,1,0,3
55627735712,201708,768.48,1,0,7,7,3,24
55627736702,201709,232,1,0,1,4,1,6
55627741562,201710,250.99,0,0,3,0,0,1
55627744882,201710,291.6,0,0,2,1,0,1
55627745825,201705,395.48,0,0,2,6,0,8
55627747175,201702,45,0,1,1,1,0,2
55627749900,201706,572.96,1,0,3,6,0,15
55627749977,201707,19.99,0,0,6,3,0,7
55627752102,201711,90.25,1,0,14,8,1,14
55627754591,201711,943.94,1,0,10,1,0,4
55627754847,201701,135.99,0,0,3,3,0,3
55627755635,201704,231.95,1,0,7,8,2,12
55627760675,201711,404.96,0,0,2,3,0,4
55627761012,201711,532.24,1,0,6,3,0,7
55627761881,201707,432.96,1,0,3,3,0,6
55627764062,201708,399.78,1,0,5,8,1,11
55627764671,201702,388.97,1,0,6,3,1,9
55627766684,201704,129.99,0,0,1,1,0,1
55627767324,201708,151.99,1,0,3,1,0,4
55627767461,201704,69.99,0,0,1,1,0,1
55627768732,201707,444.48,1,0,3,1,0,1
55627771835,201706,14.99,1,0,1,0,0,0
55627777101,201710,127,0,0,2,0,0,0
55627777585,201706,189,1,0,2,3,0,8
55627779341,201708,350,0,0,1,5,0,8
55627780835,201709,80.24,1,0,5,7,0,11
55627791253,201710,19.99,0,0,2,1,0,1
55627792445,201703,246.49,0,0,7,4,0,12
55627796744,201706,427.23,1,0,5,4,0,14
55627802322,201709,298.73,0,0,4,2,0,4
55627803075,201707,210,1,0,1,3,0,4
55627803392,201710,37.5,0,0,1,1,0,2
55627804191,201709,603.08,1,0,3,8,1,13
55627804281,201710,846.94,1,1,14,1,0,6
55627804652,201708,1545.82,1,0,29,4,1,27
55627806146,201711,302.47,0,0,2,3,0,6
55627814383,201710,81,0,0,2,1,0,3
55627814484,201709,167,0,0,2,4,0,5
55627815193,201704,466,0,0,1,7,0,10
55627815250,201703,696.49,1,0,6,5,0,17
55627816215,201709,222.8,1,0,2,3,0,5
55627819287,201711,354.29,1,0,8,3,0,9
55627820221,201703,214,0,0,1,2,0,6
55627822054,201711,252.96,0,0,2,5,0,8
55627826951,201705,102.98,0,0,3,3,0,4
55627827952,201705,243,1,0,5,3,0,6
55627828661,201711,459.19,1,0,8,14,1,68
55627836127,201702,395.6,1,0,3,0,0,1
55627841664,201706,141.98,1,0,2,0,0,1
55627841901,201711,990.4,1,0,38,9,2,52
55627842012,201705,290.9,1,0,5,4,0,8
55627843521,201709,774.45,0,0,2,14,0,24
55627844951,201703,146.95,1,0,2,2,0,3
55627847075,201702,393.48,1,0,5,1,0,3
55627848911,201706,342.99,0,0,2,2,0,4
55627851722,201704,172,0,0,2,3,0,4
55627852983,201705,918.65,1,0,13,5,0,22
55627853252,201707,111.59,0,0,2,4,0,6
55627854761,201709,244.99,0,0,4,6,0,7
55627858992,201707,26,0,0,1,1,0,1
55627860236,201707,103.48,0,0,1,3,0,3
55627860485,201704,72.75,1,0,2,1,0,3
55627861802,201707,245.99,0,0,3,6,0,8
55627867156,201701,160.99,1,0,1,3,0,6
55627869680,201708,355.66,0,0,7,2,0,4
55627875627,201710,927.85,1,0,9,3,0,8
55627877124,201703,153.01,1,0,4,6,0,8
55627879793,201701,144.72,1,0,7,3,0,7
55627880995,201711,90.73,0,0,2,2,0,4
55627884043,201704,498.44,1,0,3,0,0,1
55627886463,201709,71.5,0,0,1,3,0,4
55627887093,201710,148.93,1,0,6,9,0,23
55627889040,201705,393.22,1,0,8,3,0,8
55627889422,201701,54.99,1,0,2,1,0,2
55627893335,201705,85.28,1,1,8,18,0,33
55627895597,201707,234,0,0,4,7,0,9
55627895892,201704,479.81,1,0,8,7,0,13
55627896442,201701,227.42,0,0,7,6,0,10
55627896936,201706,82.97,0,0,1,3,0,4
55627899221,201707,271.94,1,0,6,3,0,6
55627899784,201704,98,1,0,1,2,0,2
55627905304,201707,400.24,1,0,3,3,0,6
55627909625,201707,80,0,0,2,1,0,3
55627910953,201707,200,0,0,1,1,0,5
55627911864,201710,494.92,1,0,10,0,0,0
55627913235,201706,50,0,0,3,2,0,3
55627914441,201705,114,0,0,2,0,0,2
55627916205,201709,457.98,0,0,1,5,0,5
55627923621,201707,137,0,0,2,3,0,3
55627923766,201704,113.97,1,0,1,3,0,4
55627925702,201702,130.49,0,0,6,1,0,3
55627928107,201703,388.76,1,0,1,4,0,6
55627929966,201709,226.98,1,0,3,5,0,7
55627930122,201709,58.99,1,0,1,1,0,2
55627930403,201704,207.99,0,0,1,4,0,5
55627932092,201707,59.5,0,0,1,1,0,1
55627936647,201708,100,1,0,1,1,0,1
55627940552,201708,85.46,1,0,6,1,0,4
55627940822,201709,111.99,1,0,8,2,0,5
55627944512,201705,170.98,1,0,2,5,0,6
55627947212,201704,355.33,1,0,10,4,0,8
55627948080,201706,67.74,0,0,1,2,0,3
55627950427,201710,581.92,0,0,8,1,0,2
55627955086,201705,199.99,0,0,1,1,0,1
55627958102,201711,110.12,1,0,46,11,6,83
55627958766,201701,759.93,1,1,14,2,0,9
55627959947,201707,54,0,0,2,2,0,2
55627962015,201709,117.9,1,0,3,5,0,15
55627964222,201708,235.99,0,0,1,4,0,4
55627964381,201704,68,0,0,1,1,0,2
55627969342,201710,884.94,1,0,13,5,1,26
55627969872,201707,249.3,1,0,6,0,0,0
55627972647,201706,316.47,1,1,3,4,0,8
55627973482,201703,286.98,0,0,7,4,0,6
55627977745,201707,291.4,1,0,4,5,0,11
55627978025,201711,176.4,1,0,2,2,0,4
55627981221,201703,478.95,1,0,4,6,0,17
55627982796,201709,448.2,1,0,1,4,0,6
55627983630,201711,69.98,0,0,2,1,0,6
55627983807,201702,702.87,0,0,6,3,0,8
55627992234,201703,726.79,1,0,11,2,0,6
55627998232,201709,222.83,1,0,4,5,1,9
55627998942,201703,129.99,1,0,9,7,2,11
55628003414,201702,39,0,0,1,1,0,1
55628003515,201707,96.99,0,0,2,4,0,6
55628006543,201706,128.97,0,0,3,5,0,8
55628010063,201705,58,0,0,1,1,0,2
55628010391,201703,213.47,1,0,3,1,0,4
55628012425,201709,532.18,1,0,24,3,0,8
55628014283,201707,275.92,1,0,23,5,0,16
55628014913,201711,331.56,1,0,15,5,2,16
55628016227,201702,3198.82,1,0,11,3,1,19
55628018593,201708,118.98,0,0,1,2,0,3
55628020572,201704,364.77,0,0,10,6,0,18
55628020626,201707,99,0,0,1,1,0,1
55628021595,201709,246.99,0,0,1,5,0,5
55628025386,201706,437.94,0,0,4,8,0,18
55628026310,201703,15,0,1,2,1,0,3
55628027715,201707,131.09,1,1,17,9,0,38
55628027773,201701,81,1,0,1,0,0,0
55628028583,201711,159.97,0,0,2,0,0,0
55628029753,201701,135.93,0,0,5,3,0,5
55628030313,201701,362.36,0,0,5,5,0,13
55628032733,201709,195.3,0,0,1,4,0,4
55628032834,201707,301.95,1,0,13,1,0,4
55628034724,201711,695.84,1,0,6,2,0,6
55628035444,201701,71.73,0,0,3,0,0,0
55628037572,201707,181.95,0,0,2,3,0,5
55628047007,201711,66.98,0,0,1,2,0,2
55628052511,201710,466.31,0,0,48,8,0,88
55628053545,201706,145.96,0,0,4,7,0,8
55628054874,201703,424.92,1,0,4,1,0,2
55628056807,201704,613.03,1,0,6,12,1,19
55628058621,201704,226.75,0,0,1,4,0,4
55628062015,201704,69.99,0,0,1,1,0,1
55628062365,201709,40.49,1,0,3,6,0,6
55628062747,201709,142.2,1,0,1,2,0,2
55628065371,201704,79,0,0,4,5,0,11
55628066473,201701,178.48,1,0,2,3,0,5
55628067193,201705,118.98,1,0,1,3,0,3
55628070645,201701,916.11,1,0,8,0,0,3
55628071163,201703,147.44,0,0,2,1,0,3
55628071477,201705,129.5,1,0,12,0,0,1
55628071491,201704,76.74,1,0,2,3,0,3
55628079444,201701,200.49,0,0,3,2,0,5
55628080783,201707,92.49,0,0,1,3,0,4
55628083414,201707,120.49,0,0,2,2,0,4
55628089647,201704,44,1,0,3,8,0,10
55628091042,201707,166.93,0,0,1,4,0,9
55628092540,201708,693.29,1,0,5,2,0,6
55628092966,201705,71.97,0,0,3,2,0,6
55628095677,201707,158.99,0,0,2,2,0,4
55628096432,201705,318.98,0,0,1,4,0,8
55628096746,201707,263.4,0,0,3,8,0,8
55628098027,201708,392,0,0,2,6,0,10
55628099921,201706,106.99,0,0,2,2,0,3
55628108524,201704,151.77,1,0,11,3,0,10
55628113621,201704,15,1,0,1,0,0,2
55628114161,201708,29.99,0,0,1,1,0,1
55628115555,201709,391.05,1,0,1,2,0,3
55628115623,201710,670.55,1,0,16,9,0,22
55628118886,201710,381.74,1,0,10,3,0,8
55628123857,201704,107,0,0,1,2,0,2
55628125127,201702,327.98,1,0,29,0,0,0
55628125826,201711,432.71,1,0,6,2,0,5
55628126106,201704,83.99,0,0,4,4,0,5
55628128245,201708,132.29,1,0,2,1,0,2
55628129181,201709,49,0,0,2,2,0,4
55628139203,201706,130.97,0,0,1,2,0,7
55628146360,201709,257.39,1,0,1,5,1,5
55628147271,201711,120.95,0,0,4,0,0,1
55628148124,201706,239.49,0,0,2,2,0,2
55628152174,201708,136,0,0,1,2,0,3
55628152941,201706,835.25,1,0,8,5,0,13
55628153016,201701,122.99,0,0,1,0,0,2
55628156765,201709,155,0,0,2,2,0,6
55628157160,201704,136,0,0,6,4,0,7
55628157621,201711,25,1,0,2,1,0,1
55628164494,201710,33.5,0,0,2,1,0,2
55628167406,201704,142.2,1,0,1,3,0,3
55628172514,201703,567.27,1,0,12,5,0,19
55628183877,201706,334,0,0,2,4,0,6
55628194262,201711,370.14,1,0,5,6,0,14
55628197131,201703,105,0,0,1,4,0,7
55628198110,201706,71.99,0,0,1,1,0,2
55628199551,201711,107,0,0,1,1,0,3
55628208536,201705,158,0,0,1,2,0,2
55628221913,201703,140,0,0,1,3,0,6
55628224220,201708,321.3,1,0,1,4,0,6
55628236515,201709,121.98,1,0,1,4,0,5
55628242682,201710,85.99,0,0,1,1,0,1
55628244561,201711,68.22,0,0,1,0,0,0
55628244864,201704,47.42,0,0,2,2,0,2
55628269874,201706,119.47,0,0,1,1,0,4
55628270391,201709,444.69,1,1,4,6,1,15
55628274982,201706,395.6,0,0,11,4,0,10
55628276094,201706,78.99,1,0,5,3,0,8
55628297897,201706,70.99,0,0,1,2,0,3
55628310970,201707,1304.92,1,0,38,9,1,72
55628316662,201706,131.96,0,0,1,0,0,0
55628319034,201706,68,0,0,1,1,0,3
55628330950,201704,242.97,1,0,1,6,0,11
55628333986,201703,1209.22,0,0,17,6,0,35
55628340386,201710,218.47,1,0,4,5,1,11
55628346326,201706,173.96,0,0,4,2,0,2
55628349116,201704,196,0,0,1,1,0,1
55628357137,201704,58,0,0,1,1,0,1
55628357331,201711,21.75,0,0,11,6,0,22
55628360964,201707,224.99,1,1,1,1,0,1
55628363361,201706,122.98,0,0,2,0,0,0
55628374057,201708,89.98,1,0,2,3,0,4
55628374114,201701,107.99,1,0,6,0,0,1
55628381235,201711,206.93,1,0,4,2,0,3
55628384205,201703,59.99,0,0,1,2,0,2
55628387471,201704,21.75,1,0,2,1,0,3
55628388450,201705,128.98,0,0,6,1,0,2
55628396817,201705,146.15,0,0,4,4,0,8
55628396987,201706,276.99,0,0,2,4,0,4
55628403407,201706,103,0,0,1,1,0,4
55628405221,201705,1349.25,0,0,11,16,0,40
55628408527,201705,671.81,1,0,7,6,0,13
55628415435,201704,78,0,0,1,2,0,2
55628439963,201704,88.2,1,0,1,2,0,2
55628441027,201706,187.7,1,0,5,7,0,17
55628441287,201711,482,0,0,2,2,0,3
55628441344,201704,170.09,1,0,1,3,0,4
55628449052,201707,161.95,1,0,2,1,0,2
55628449131,201704,73.57,1,0,4,3,0,5
55628454506,201705,283.48,1,0,4,5,0,7
55628459075,201708,368.23,1,0,2,1,0,2
55628460143,201709,157,0,0,1,3,0,3
55628466646,201707,48.98,0,0,1,2,0,2
55628468550,201707,116.98,0,0,1,4,0,5
55628469627,201709,137.46,0,0,2,6,0,10
55628469764,201709,252.3,1,0,2,3,1,4
55628470054,201711,375,1,0,1,5,0,11
55628470281,201711,492.36,1,0,4,7,0,11
55628472856,201703,219.46,1,0,12,2,0,6
55628475996,201705,304.82,1,0,11,9,2,25
55628488426,201709,136.99,0,0,1,3,0,3
55628491655,201702,388.8,1,0,1,2,1,5
55628493725,201711,24.99,1,0,3,3,0,7
55628495716,201705,79.98,0,0,2,1,0,2
55628498315,201705,212.4,1,0,1,2,0,3
55628498337,201708,150,0,0,5,2,0,5
55628502782,201707,513.26,1,0,8,3,0,8
55628506944,201701,61.5,1,0,1,1,0,2
55628516134,201711,315.89,1,0,5,0,0,1
55628517294,201704,340.45,0,0,3,4,0,12
55628517823,201703,115.48,1,0,10,5,0,7
55628519094,201705,196,0,0,1,2,0,2
55628523110,201707,562.93,1,0,8,8,1,23
55628525880,201705,169.97,0,0,1,3,0,3
55628536114,201709,453.75,1,0,3,7,1,8
55628537645,201711,34,1,0,1,0,0,0
55628541673,201706,174,0,0,1,6,0,8
55628542797,201709,582.46,1,0,7,16,1,34
55628546230,201708,90.44,0,0,4,3,0,6
55628546883,201706,104.97,1,0,2,3,0,3
55628557557,201705,695.6,1,0,10,2,0,9
55628562531,201705,427.01,1,0,8,0,0,1
55628564782,201710,647.94,1,0,8,6,1,17
55628565714,201701,58.01,1,0,1,0,0,1
55628568054,201707,513.93,0,0,2,9,0,14
55628572237,201702,75,1,0,1,3,0,8
55628576064,201711,509,1,0,4,0,0,1
55628576460,201702,58.5,1,0,5,2,0,4
55628577685,201707,619.34,1,1,10,18,0,34
55628581712,201705,144.43,0,0,1,6,0,8
55628585943,201705,107,1,0,1,2,0,2
55628588496,201705,222,1,0,1,2,0,6
55628591894,201705,207.21,1,0,5,11,0,20
55628593052,201710,29.98,0,0,1,0,0,1
55628593773,201711,108.29,1,0,2,1,0,2
55628597517,201706,192.6,1,0,1,4,0,4
55628599014,201703,3,0,0,2,5,0,5
55628602152,201711,92.73,0,0,2,1,0,2
55628603120,201710,484.75,0,0,5,4,0,8
55628604176,201710,200.12,1,0,6,2,0,6
55628607214,201709,126.98,0,0,3,3,0,8
55628607845,201703,267,0,0,1,5,0,5
55628608125,201703,157.47,1,0,3,0,0,1
55628610915,201705,198.4,1,1,3,1,0,2
55628611466,201702,669.47,1,0,16,3,0,9
55628613853,201709,152.96,0,0,2,5,0,6
55628614100,201707,20.98,1,0,1,1,0,2
55628618566,201708,29.99,1,0,1,0,0,1
55628619646,201707,388.59,1,0,5,7,1,17
55628621625,201705,110.25,0,0,2,0,0,1
55628627317,201707,148.49,0,0,3,0,0,1
55628631323,201706,125,0,0,2,2,0,2
55628632832,201709,45.49,0,0,2,0,0,1
55628635655,201706,337.21,1,0,2,6,0,10
55628637783,201706,107.97,0,0,1,4,0,5
55628638661,201711,142.97,0,0,2,2,0,6
55628639277,201704,144,1,0,1,5,0,5
55628639615,201709,481.23,1,0,10,0,0,2
55628640525,201709,68.46,1,0,4,7,0,9
55628642437,201709,786.75,1,0,16,0,0,2
55628642822,201706,72.75,0,0,1,1,0,2
55628644947,201703,417.2,1,0,6,4,0,5
55628646310,201705,147.49,0,0,1,6,0,6
55628647120,201708,100,0,0,1,1,0,1
55628648132,201705,158,1,0,1,2,0,2
55628654465,201705,147,0,0,3,1,0,6
55628657200,201701,29.99,1,1,11,5,0,17
55628659686,201705,479.97,0,0,1,4,0,6
55628661081,201710,216,1,0,3,2,0,5
55628662644,201705,482.97,1,0,5,4,0,9
55628666741,201707,107.98,0,0,2,2,0,4
55628669506,201704,73,0,0,1,2,0,6
55628671756,201711,107.5,0,0,2,2,0,3
55628673930,201701,274.42,1,0,6,0,0,1
55628674852,201711,319.97,1,0,5,9,1,21
55628675864,201707,244.9,1,0,2,4,0,7
55628679600,201709,189.97,1,0,1,2,0,3
55628681317,201707,123.47,0,0,2,4,0,8
55628681443,201707,228.97,0,0,3,3,0,10
55628682592,201707,112.13,1,0,8,3,1,8
55628683726,201701,46.47,1,0,11,0,0,0
55628684875,201709,298.49,1,0,4,0,0,1
55628685010,201705,98,0,0,1,1,0,4
55628685911,201704,135.97,0,0,6,4,0,12
55628690126,201707,19.99,1,0,5,2,0,3
55628690386,201706,39,0,0,2,1,0,1
55628691004,201704,107.24,1,0,1,4,0,5
55628693471,201702,18.5,0,0,1,2,0,2
55628694685,201708,271.99,0,0,3,4,0,7
55628697767,201703,447.49,1,0,13,1,0,5
55628698397,201706,112.59,0,0,1,1,0,1
55628698915,201701,192.08,0,0,4,3,0,7
55628699996,201704,68,0,0,1,2,0,2
55628705606,201711,51.75,1,0,1,0,0,0
55628706870,201708,95.47,1,0,4,3,0,6
55628708151,201709,255.04,1,0,3,8,0,12
55628712651,201706,762.96,1,0,5,2,0,7
55628714101,201710,84.48,0,0,5,2,0,4
55628715102,201710,55.49,0,0,9,0,0,2
55628715113,201708,98.98,1,0,1,0,0,0
55628717342,201706,352.4,1,1,4,0,0,0
55628717410,201706,158,0,0,1,2,0,2
55628724102,201710,496.48,0,0,3,5,0,9
55628724384,201707,452.56,0,0,3,7,0,15
55628725893,201710,149.92,0,0,5,5,0,7
55628727826,201703,222.97,1,0,2,2,0,3
55628727916,201705,64.99,0,0,6,2,0,3
55628728636,201705,146.99,1,0,3,4,0,4
55628730402,201708,534.28,1,0,6,10,0,23
55628731166,201701,24,0,0,2,1,0,1
55628731360,201702,495.98,1,1,19,5,1,21
55628732066,201709,107.75,0,0,2,4,0,4
55628736545,201705,264.45,1,0,7,2,0,5
55628738716,201710,102.98,1,0,3,3,0,6
55628739720,201709,83.98,0,0,2,3,0,4
55628739865,201706,125.55,1,0,1,1,0,1
55628740900,201702,78.99,0,0,5,2,0,3
55628742755,201711,19.99,1,0,1,2,0,2
55628743860,201708,133.97,0,0,1,2,0,4
55628743947,201707,238.88,1,0,3,6,0,18
55628744476,201706,124.45,0,0,1,2,0,6
55628746005,201707,72.47,0,0,1,2,0,3
55628748133,201707,61.97,0,0,3,2,0,5
55628748144,201707,27.99,0,0,1,1,0,1
55628748786,201706,98.99,0,0,1,2,0,3
55628750000,201711,55,1,0,2,0,0,0
55628750901,201705,147.99,0,0,1,2,0,3
55628751283,201701,905.37,1,1,7,6,0,13
55628752712,201705,98.97,1,0,5,4,0,6
55628757292,201705,118,0,0,1,1,0,1
55628757980,201702,713.89,0,0,3,4,0,9
55628759034,201710,222,0,0,5,2,0,4
55628763390,201705,138.99,1,0,1,2,0,2
55628773175,201705,822.06,1,1,4,8,1,30
55628776992,201705,176.99,0,0,1,4,0,4
55628777610,201701,71.74,0,0,1,3,0,3
55628781693,201707,97,0,0,1,2,0,3
55628784537,201706,68,0,0,1,1,0,2
55628788544,201708,186.97,0,0,5,6,0,13
55628792965,201708,137.99,1,0,4,2,0,4
55628794617,201708,69.27,1,0,1,1,0,2
55628796431,201710,150.97,1,0,4,3,0,4
55628797003,201707,94.49,1,0,2,2,0,6
55628798275,201704,132,0,0,2,3,0,4
55628798581,201709,98.96,0,0,1,2,0,4
55628800985,201705,220.86,1,0,3,4,1,7
55628804790,201709,801.32,1,0,13,6,2,29
55628805340,201711,149.96,1,0,4,6,1,9
55628805957,201708,110.8,0,0,3,2,0,2
55628809805,201705,79.96,0,0,1,1,0,4
55628810830,201710,42,1,0,3,2,0,5
55628812810,201704,694.19,1,0,11,7,0,20
55628813101,201707,69.98,1,0,1,0,0,0
55628815712,201710,132.5,0,0,2,3,0,6
55628815723,201708,90,1,0,1,1,1,1
55628816432,201711,82,0,0,2,6,0,15
55628817840,201702,996.99,1,0,17,4,1,23
55628820842,201706,69.99,1,0,1,1,0,1
55628822134,201704,201.98,0,0,1,4,0,4
55628824417,201707,67.5,0,0,1,2,0,3
55628826444,201711,108,1,0,1,1,0,3
55628826491,201703,99.99,1,0,1,0,0,0
55628826592,201709,471.28,1,0,12,9,2,27
55628828064,201705,87.99,0,0,1,1,0,3
55628828370,201703,237.41,0,0,6,5,0,10
55628828550,201705,93,0,0,1,1,0,3
55628830032,201704,163.99,0,0,1,2,0,2
55628831462,201704,51.48,0,0,1,3,0,3
55628831585,201706,99.99,0,0,1,1,0,1
55628833871,201710,1453.99,1,0,22,2,0,6
55628837345,201708,1066,1,0,24,0,0,2
55628838090,201704,164.96,1,0,3,1,0,4
55628842273,201704,284,0,0,1,4,0,5
55628843793,201705,208.5,1,1,2,2,0,7
55628846550,201704,888.07,1,1,25,4,1,24
55628846615,201705,227.99,0,0,1,3,0,3
55628852814,201702,224.47,1,0,21,7,0,16
55628852915,201701,264.99,1,0,5,0,0,12
55628860002,201708,510.72,1,0,8,2,0,7
