cid,flag_included,flag_buy
55627134216,1,0
55627137402,1,1
55627138674,1,0
55627139754,1,0
55627143511,1,0
55627144310,1,0
55627148585,1,0
55627155954,1,0
55627156966,1,0
55627157743,1,0
55627157891,0,0
55627158902,1,0
55627159330,1,0
55627160554,1,0
55627161883,0,0
55627162477,1,0
55627165504,1,0
55627166224,1,0
55627166271,1,0
55627167777,0,0
55627169951,1,0
55627172906,1,0
55627175361,1,0
55627175372,0,0
55627177507,0,0
55627185531,1,0
55627187014,0,0
55627188127,0,0
55627188895,1,0
55627189841,1,0
55627190074,0,0
55627191615,1,1
55627192256,1,0
55627198052,0,0
55627198762,1,0
55627199730,1,0
55627199907,1,0
55627200197,1,0
55627204395,0,0
55627209233,0,0
55627214194,1,1
55627216671,1,0
55627218266,1,0
55627219515,1,0
55627224397,0,0
55627225624,0,0
55627226164,1,0
55627230000,0,0
55627231261,0,0
55627232215,1,0
55627233014,1,1
55627237483,0,0
55627238383,0,0
55627240777,1,1
55627242670,1,1
55627242825,0,0
55627244030,0,0
55627244041,0,0
55627253423,0,0
55627258295,1,1
55627260984,1,1
55627260995,1,0
55627262391,0,0
55627266092,1,0
55627267374,0,0
55627267396,0,0
55627272705,1,0
55627273281,0,0
55627273731,1,0
55627273843,1,0
55627277476,1,0
55627277771,1,0
55627292134,1,1
55627297412,1,0
55627298820,0,0
55627299605,0,0
55627304925,0,0
55627306682,1,0
55627307762,1,1
55627310461,0,0
55627311981,0,0
55627316647,1,0
55627318403,1,0
55627318663,0,0
55627320066,1,0
55627320800,1,0
55627326910,1,0
55627333196,1,0
55627334210,1,0
55627334650,1,0
55627334931,1,0
55627335190,1,0
55627335572,0,0
55627338711,0,0
55627340871,0,0
55627341140,1,0
55627341230,0,0
55627342884,0,0
55627347845,1,0
55627351635,1,1
55627354807,1,1
55627355866,1,1
55627357330,1,0
55627357363,1,0
55627357824,1,0
55627361063,1,1
55627362143,1,1
55627362536,1,1
55627365135,1,0
55627366554,1,0
55627367274,1,0
55627368873,0,0
55627371550,1,1
55627372461,0,0
55627374113,1,0
55627378153,0,0
55627382495,1,0
55627383496,0,0
55627387492,1,0
55627389393,0,0
55627390515,1,1
55627392485,1,0
55627392597,1,0
55627393712,0,0
55627394836,0,0
55627395523,1,0
55627396997,0,0
55627398122,0,0
55627398810,1,0
55627402744,0,0
55627403183,1,0
55627403521,0,0
55627403576,1,0
55627404836,1,0
55627407716,1,1
55627408032,1,0
55627408641,1,0
55627408764,0,0
55627409901,1,0
55627411362,1,1
55627414480,0,0
55627415852,1,0
55627419607,1,0
55627421983,0,0
55627427145,0,0
55627429057,1,0
55627429316,0,0
55627430813,1,0
55627433265,1,0
55627433827,0,0
55627434064,0,0
55627434187,1,0
55627434705,1,0
55627436891,0,0
55627438587,0,0
55627445123,1,0
55627446427,1,1
55627450783,1,0
55627453021,1,0
55627461615,0,0
55627461864,0,0
55627466883,1,0
55627469976,1,0
55627472167,1,1
55627474497,1,0
55627475331,1,0
55627477142,1,0
55627477737,1,0
55627481675,0,0
55627487121,1,1
55627490033,1,1
55627490527,1,0
55627490606,1,0
55627491294,1,0
55627493386,1,0
55627493500,1,0
55627493735,1,0
55627494750,1,0
55627496875,1,0
55627501621,1,0
55627506842,0,0
55627507324,0,0
55627510135,1,0
55627510193,1,0
55627510283,0,0
55627511554,1,0
55627515673,1,0
55627518294,1,0
55627519813,1,0
55627521184,1,0
55627524604,1,0
55627527463,1,0
55627527496,0,0
55627534270,1,0
55627536881,1,0
55627546374,1,0
55627550311,0,0
55627556263,1,0
55627557556,1,0
55627559987,1,0
55627560031,0,0
55627562080,0,0
55627562721,1,0
55627563676,1,0
55627568143,0,0
55627568392,1,0
55627568471,1,0
55627570616,1,0
55627570652,1,0
55627571011,1,0
55627574317,1,0
55627574544,0,0
55627575196,1,1
55627577031,1,0
55627577673,1,0
55627579372,1,0
55627581056,1,0
55627582374,1,0
55627584127,1,0
55627584567,1,0
55627586864,1,1
55627587414,0,0
55627589012,0,0
55627589777,1,0
55627589960,1,0
55627590687,1,0
55627591666,1,1
55627591813,1,0
55627594243,0,0
55627594603,1,1
55627595705,1,0
55627596234,1,0
55627598067,0,0
55627598203,1,0
55627599532,0,0
55627603116,1,0
55627604052,0,0
55627605817,1,0
55627606090,0,0
55627606371,1,0
55627607574,0,0
55627608520,1,0
55627609565,0,0
55627616620,1,0
55627620814,1,0
55627621613,1,0
55627622041,1,0
55627622074,1,0
55627622737,0,0
55627623312,1,0
55627625620,1,0
55627626856,0,0
55627628634,1,0
55627633977,0,0
55627635081,1,0
55627640221,1,0
55627644056,1,1
55627644102,1,1
55627644575,1,1
55627644621,1,0
55627646036,1,0
55627646782,1,0
55627647040,1,0
55627651786,1,0
55627653870,1,1
55627655252,1,0
55627656152,1,1
55627661271,0,0
55627661956,1,0
55627665804,1,0
55627669967,1,0
55627673386,0,0
55627676604,1,0
55627678552,1,1
55627680946,1,0
55627682104,1,0
55627682487,0,0
55627682847,1,0
55627683895,1,1
55627685831,1,0
55627688160,1,0
55627689194,1,0
55627690576,1,0
55627692253,1,0
55627696271,0,0
55627696732,1,0
55627700194,1,0
55627700734,1,0
55627700947,1,0
55627701410,1,0
55627703243,1,1
55627703481,1,0
55627704651,1,0
55627705032,1,0
55627710014,1,0
55627710025,0,0
55627711567,1,0
55627713673,1,0
55627717600,1,0
55627717644,0,0
55627721535,1,0
55627721917,1,0
55627724257,1,0
55627726677,1,0
55627732627,1,0
55627733574,1,0
55627735712,1,0
55627736702,0,0
55627741562,1,0
55627742271,0,0
55627743553,0,0
55627744882,0,0
55627745825,0,0
55627747175,1,0
55627749900,1,0
55627749977,1,0
55627750504,0,0
55627750807,1,0
55627752102,1,1
55627754591,1,1
55627754847,0,0
55627755635,0,0
55627760675,0,0
55627761012,0,0
55627761881,0,0
55627764062,1,0
55627764671,1,0
55627766684,1,0
55627767324,1,1
55627767461,0,0
55627768732,1,0
55627771835,1,0
55627776720,1,0
55627777101,1,0
55627777585,1,0
55627779341,1,0
55627780835,0,0
55627781443,1,0
55627781883,1,0
55627791253,1,0
55627791703,0,0
55627792445,0,0
55627794087,1,0
55627796744,1,0
55627802322,1,1
55627803075,1,0
55627803392,1,0
55627804191,0,0
55627804281,0,0
55627804652,1,0
55627806146,1,0
55627808047,1,0
55627814383,1,0
55627814484,1,0
55627815193,1,0
55627815250,1,1
55627816215,1,0
55627817014,1,0
55627819287,1,0
55627820221,1,0
55627822054,1,0
55627826951,1,0
55627827952,1,1
55627828661,0,0
55627835465,0,0
55627836127,1,0
55627841664,0,0
55627841901,1,1
55627842012,1,0
55627842023,0,0
55627843521,0,0
55627844951,0,0
55627847075,1,0
55627848663,1,0
55627848911,1,0
55627851722,1,0
55627852983,1,0
55627853252,0,0
55627854761,1,0
55627858992,1,0
55627860236,1,0
55627860485,0,0
55627861802,1,0
55627867156,1,0
55627869680,1,1
55627875627,0,0
55627877124,1,1
55627879793,1,1
55627880995,0,0
55627884043,1,0
55627886463,0,0
55627887093,0,0
55627889040,0,0
55627889422,1,0
55627893335,0,0
55627895597,1,0
55627895892,0,0
55627896442,1,1
55627896936,1,0
55627899027,1,0
55627899221,1,0
55627899784,0,0
55627905304,0,0
55627909625,0,0
55627910027,1,0
55627910953,1,0
55627911864,0,0
55627913235,1,0
55627914441,0,0
55627916205,1,0
55627923621,1,0
55627923766,0,0
55627925702,0,0
55627928107,1,0
55627928932,1,0
55627929281,1,0
55627929966,1,0
55627930122,1,0
55627930403,1,0
55627932092,1,0
55627933385,1,0
55627936647,1,0
55627940552,0,0
55627940822,1,0
55627943014,0,0
55627944512,1,0
55627947212,1,0
55627948080,1,0
55627950427,0,0
55627954412,0,0
55627954470,1,0
55627955086,0,0
55627958102,0,0
55627958766,1,0
55627959947,1,0
55627962015,1,0
55627962264,0,0
55627964222,1,0
55627964381,1,0
55627969342,1,0
55627969872,0,0
55627972647,1,0
55627972795,1,0
55627973482,0,0
55627977745,0,0
55627978025,1,0
55627978083,0,0
55627981221,0,0
55627982796,1,0
55627983630,1,0
55627983807,1,1
55627983955,0,0
55627990524,0,0
55627992234,1,1
55627992436,1,0
55627998232,1,0
55627998942,0,0
55628002244,1,0
55628003414,0,0
55628003515,0,0
55628004970,1,0
55628006543,1,0
55628010063,0,0
55628010391,1,1
55628012425,0,0
55628014283,1,1
55628014913,1,0
55628016227,1,0
55628018593,1,0
55628020572,1,1
55628020626,1,0
55628021595,1,0
55628021955,1,0
55628025386,1,0
55628026310,1,0
55628027715,1,1
55628027773,0,0
55628028583,1,0
55628029753,0,0
55628030313,1,0
55628032373,1,0
55628032733,0,0
55628032834,0,0
55628034724,0,0
55628035444,0,0
55628037572,1,0
55628046763,0,0
55628047007,0,0
55628052511,1,1
55628053545,1,0
55628054513,1,0
55628054874,1,0
55628056807,1,0
55628058621,1,0
55628062015,1,0
55628062365,1,0
55628062747,1,0
55628065371,0,0
55628065562,0,0
55628066473,0,0
55628067193,1,0
55628070645,1,1
55628071163,1,1
55628071477,1,1
55628071491,1,0
55628074270,1,0
55628079444,1,0
55628080491,0,0
55628080783,0,0
55628083270,1,0
55628083414,1,0
55628089647,1,0
55628091042,1,0
55628092540,1,0
55628092966,0,0
55628095677,1,0
55628096432,1,0
55628096746,0,0
55628098027,1,0
55628098513,0,0
55628099921,0,0
55628103721,1,0
55628108524,1,1
55628113621,1,1
55628114161,0,0
55628115555,0,0
55628115623,1,0
55628118886,0,0
55628123857,0,0
55628125051,0,0
55628125127,1,1
55628125411,1,0
55628125826,1,0
55628126106,1,0
55628128245,1,0
55628129181,0,0
55628139171,1,0
55628139203,0,0
55628140780,1,1
55628146360,1,0
55628147271,0,0
55628148124,1,0
55628152174,1,0
55628152941,1,0
55628153016,1,0
55628156765,1,0
55628157160,1,0
55628157621,1,0
55628164494,0,0
55628167406,1,0
55628172514,0,0
55628183877,1,0
55628186476,0,0
55628194262,1,1
55628197131,1,0
55628198110,1,0
55628199551,0,0
55628199663,1,0
55628208536,1,0
55628216210,0,0
55628221913,1,0
55628224220,0,0
55628236515,1,0
55628242682,1,1
55628244561,1,0
55628244864,1,0
55628256261,1,0
55628264664,0,0
55628269874,1,0
55628270391,0,0
55628272685,0,0
55628274982,1,1
55628276094,1,0
55628290595,1,0
55628293237,0,0
55628297897,1,0
55628308483,1,0
55628310970,1,1
55628313782,1,0
55628316662,1,0
55628319034,1,0
55628323815,1,0
55628330950,0,0
55628331003,1,0
55628333986,1,0
55628340386,0,0
55628344717,1,0
55628346326,1,0
55628349116,0,0
55628349725,1,0
55628355586,1,1
55628357137,1,0
55628357331,1,1
55628360964,1,0
55628363361,1,0
55628369705,1,0
55628374057,0,0
55628374114,0,0
55628381235,0,0
55628384184,1,0
55628384205,0,0
55628387471,1,1
55628388450,0,0
55628396817,1,0
55628396987,1,0
55628403407,1,0
55628405131,1,0
55628405221,1,1
55628408516,1,0
55628408527,0,0
55628410834,1,0
55628414906,1,0
55628415165,1,0
55628415435,0,0
55628423481,0,0
55628436157,0,0
55628439963,1,0
55628441027,0,0
55628441287,1,0
55628441344,1,0
55628449052,0,0
55628449131,1,0
55628454506,1,1
55628459075,1,0
55628460143,1,0
55628466646,1,0
55628468550,1,0
55628469627,0,0
55628469764,1,0
55628470054,0,0
55628470281,0,0
55628472856,1,1
55628475242,1,0
55628475996,1,1
55628485571,0,0
55628486233,1,0
55628488426,1,0
55628491655,1,0
55628491947,1,0
55628493725,0,0
55628495716,1,0
55628498315,1,0
55628498337,1,0
55628502782,1,0
55628505154,1,0
55628506944,0,0
55628516134,0,0
55628517294,1,0
55628517823,1,1
55628519094,1,0
55628523110,1,1
55628524685,1,0
55628525880,0,0
55628528104,1,1
55628531300,1,0
55628533753,0,0
55628536114,1,0
55628537645,0,0
55628541673,1,0
55628542797,0,0
55628543415,0,0
55628546230,1,0
55628546883,1,1
55628557557,1,0
55628562531,1,1
55628564162,0,0
55628564782,1,0
55628565105,1,0
55628565714,0,0
55628568054,1,0
55628571632,0,0
55628572237,0,0
55628576064,1,0
55628576345,0,0
55628576460,1,0
55628577685,1,0
55628581712,1,0
55628582670,0,0
55628585446,1,0
55628585943,0,0
55628588496,0,0
55628590464,1,0
55628591894,1,1
55628593052,1,0
55628593636,1,0
55628593773,1,0
55628597517,1,0
55628599014,1,1
55628599702,1,0
55628602152,0,0
55628603120,1,1
55628603614,1,0
55628604176,1,0
55628607214,1,0
55628607845,0,0
55628608125,0,0
55628608442,1,0
55628610915,1,0
55628611466,1,1
55628612412,1,0
55628613853,1,0
55628614100,1,0
55628618566,1,0
55628619635,1,0
55628619646,0,0
55628620307,0,0
55628621625,0,0
55628627317,1,0
55628631277,1,0
55628631323,0,0
55628632832,1,0
55628635655,1,0
55628637783,1,0
55628638661,1,0
55628639277,0,0
55628639615,1,1
55628640525,1,0
55628642437,1,1
55628642822,1,0
55628644947,0,0
55628646310,1,0
55628646534,1,0
55628647120,1,0
55628648132,1,0
55628654465,1,0
55628655365,0,0
55628657200,1,0
55628659686,1,0
55628660112,1,0
55628661081,1,1
55628662644,1,1
55628666741,1,0
55628669506,1,0
55628671756,0,0
55628673556,1,1
55628673750,0,0
55628673930,0,0
55628674852,0,0
55628675864,1,1
55628677721,1,0
55628679600,1,0
55628681317,1,0
55628681443,0,0
55628682592,1,1
55628683726,1,0
55628684875,1,0
55628685010,1,0
55628685201,1,1
55628685911,1,0
55628686505,1,0
55628690126,1,0
55628690386,1,0
55628691004,1,0
55628693471,1,0
55628694155,1,0
55628694685,1,1
55628697767,1,0
55628698397,0,0
55628698915,1,0
55628699996,0,0
55628700656,0,0
55628705606,1,0
55628706870,0,0
55628708151,1,0
55628712651,0,0
55628714101,0,0
55628715102,1,0
55628715113,1,1
55628717342,1,1
55628717410,1,0
55628724102,1,0
55628724384,1,0
55628725893,1,0
55628727826,1,0
55628727916,1,0
55628728636,1,0
55628728885,1,0
55628730402,1,0
55628731166,1,0
55628731360,1,1
55628731786,1,0
55628732066,1,0
55628734972,1,0
55628736545,1,1
55628738716,1,0
55628739720,0,0
55628739865,1,0
55628740900,1,0
55628742755,1,0
55628743860,1,0
55628743947,1,0
55628744476,0,0
55628746005,1,0
55628748133,1,0
55628748144,1,0
55628748786,0,0
55628750000,0,0
55628750901,1,0
55628751283,1,0
55628752712,0,0
55628757292,0,0
55628757980,1,0
55628759034,1,0
55628763390,1,0
55628773175,1,1
55628776992,1,0
55628777610,1,0
55628781693,1,0
55628784537,1,0
55628788544,1,0
55628792965,0,0
55628794617,1,0
55628796431,0,0
55628797003,0,0
55628798275,1,0
55628798581,0,0
55628800985,0,0
55628804790,1,0
55628805340,0,0
55628805957,0,0
55628808152,0,0
55628809805,1,0
55628810830,0,0
55628812810,1,0
55628813101,1,0
55628814294,0,0
55628815712,1,0
55628815723,0,0
55628816432,1,1
55628817840,1,1
55628820842,1,0
55628822134,1,0
55628824417,1,0
55628825601,1,0
55628826444,1,0
55628826491,1,1
55628826581,1,0
55628826592,1,1
55628828064,1,0
55628828370,1,0
55628828550,1,0
55628830032,0,0
55628831462,0,0
55628831585,1,0
55628833871,0,0
55628837334,1,0
55628837345,1,1
55628838090,0,0
55628842273,1,0
55628843410,1,0
55628843793,1,1
55628846550,1,0
55628846615,1,0
55628848833,0,0
55628848877,1,0
55628850113,1,1
55628852814,1,1
55628852915,1,0
55628854827,0,0
55628860002,1,0
55628860677,0,0
55628861317,1,1
55628861757,1,0
55628864392,1,0
55628864547,1,1
55628864806,1,0
55628870263,0,0
55628871884,0,0
55628872647,1,0
55628873053,0,0
55628873853,0,0
55628880411,1,1
55628885340,1,0
55628887230,1,0
55628887511,0,0
55628889300,1,0
55628889355,1,0
55628891345,1,0
55628896047,0,0
55628901886,1,0
55628905273,0,0
55628905507,1,1
55628911775,0,0
55628914947,1,0
55628917603,1,1
55628920821,1,1
55628921044,0,0
55628929790,0,0
55628931203,1,0
55628932082,0,0
55628933331,0,0
55628933487,0,0
55628941103,1,0
55628941600,1,0
55628941857,0,0
55628948610,0,0
55628951375,0,0
55628953726,1,0
55628954280,1,0
55628965170,1,0
55628969062,0,0
55628972875,1,0
55628983574,1,0
55628984733,0,0
55628985251,1,0
55628986973,1,0
55628987433,1,0
55628988863,1,0
55628990323,1,1
55628990727,1,0
55628991933,1,0
55628992066,0,0
55628993971,0,0
55628994024,0,0
55628994532,1,0
55628995861,1,0
55628996026,0,0
55628997300,0,0
55628999324,1,0
55629001053,1,0
55629001943,1,0
55629004485,1,0
55629005781,1,0
55629005860,0,0
55629009266,0,0
55629009583,1,0
55629010086,1,0
55629010334,1,1
55629013171,1,1
55629014442,1,0
55629014983,1,0
55629015386,1,0
55629018042,1,0
55629019764,0,0
55629023486,1,0
55629034635,1,0
55629035470,1,0
55629036457,1,0
55629037786,1,0
55629038350,1,0
55629038495,0,0
55629040452,1,0
55629044142,1,0
55629046302,1,0
55629046890,1,1
55629046911,1,0
55629049396,1,0
55629050576,0,0
55629051162,1,0
55629054323,1,0
55629056000,1,1
55629059162,1,0
55629061534,1,1
55629062276,1,0
55629064483,0,0
55629065516,1,0
55629070365,0,0
55629070602,1,0
55629071232,1,0
55629071546,0,0
55629073111,1,1
55629073696,1,0
55629075135,1,0
55629075485,1,1
55629077566,1,0
55629080311,1,0
55629081460,0,0
55629081695,1,0
55629081976,1,0
55629084304,1,0
55629086883,1,0
55629094161,1,0
55629099212,1,0
55629099944,1,0
55629100965,1,1
55629104835,1,0
55629105656,0,0
55629112845,1,0
55629113071,1,1
55629113983,1,1
55629115851,0,0
55629117446,1,0
55629120235,0,0
55629120347,1,0
55629120440,1,0
55629121542,1,1
55629123601,1,0
55629125704,0,0
55629129362,1,0
55629133253,1,0
55629146336,1,0
55629150814,1,0
55629152751,1,0
55629154526,1,0
55629155527,0,0
55629171990,1,0
55629173765,1,0
55629175691,0,0
55629185397,1,0
55629192113,0,0
55629194397,0,0
55629199394,1,0
55629199844,1,0
55629206254,1,0
55629208007,1,0
55629208832,1,0
55629211867,1,0
55629211913,1,0
55629212183,0,0
55629212510,0,0
55629214062,1,0
55629215942,0,0
55629216086,1,0
55629216943,1,0
55629217652,0,0
55629219081,1,0
55629220045,1,0
55629221273,1,1
55629221947,0,0
55629226810,0,0
55629227574,0,0
55629227675,1,0
55629228081,0,0
55629232682,1,0
55629233322,0,0
55629240263,1,1
55629240421,1,0
55629241220,0,0
55629243020,1,0
55629243277,1,0
55629243460,1,0
55629243727,1,0
55629244335,0,0
55629245574,0,0
55629246416,1,1
55629248760,1,1
55629250556,1,0
55629250985,1,0
55629251287,1,1
55629254257,1,0
55629254350,1,0
55629254505,1,1
55629255665,1,1
55629256824,0,0
55629257353,1,0
55629257713,1,0
55629259380,0,0
55629260920,1,0
55629263101,1,1
55629267941,0,0
55629272055,1,0
55629274240,1,0
55629275162,0,0
55629278345,0,0
55629278763,1,0
55629279346,0,0
55629279450,1,1
55629279652,1,0
55629282881,1,0
55629282957,0,0
55629283507,1,0
55629284490,1,0
55629285275,1,1
55629285725,1,0
55629286726,1,0
55629288281,1,0
55629291506,0,0
55629293104,0,0
55629293735,1,1
55629295456,1,1
55629302183,0,0
55629302215,0,0
55629305434,1,0
55629307382,1,0
55629308617,0,0
55629308956,1,0
55629310135,0,0
55629310971,1,0
55629312490,1,0
55629313545,1,1
55629314016,1,1
55629315031,1,1
55629315752,0,0
55629320150,1,0
55629326934,0,0
55629328824,0,0
55629329432,1,0
55629329937,1,0
55629330003,0,0
55629330421,1,0
55629335011,1,0
55629337936,0,0
55629341636,0,0
55629341737,1,0
55629341885,0,0
55629342143,1,1
55629348545,0,0
55629349784,0,0
55629349931,1,1
55629350412,1,1
55629351187,1,0
55629351367,1,0
55629351413,0,0
55629351536,1,0
55629351820,1,0
55629353077,1,0
55629353697,1,0
55629353967,1,0
55629355024,1,0
55629356421,0,0
55629356522,1,0
55629357264,1,0
55629358535,1,0
55629359727,1,1
55629359987,0,0
55629362077,0,0
55629363496,0,0
55629363780,1,0
55629367456,1,0
55629367502,1,0
55629372171,1,0
55629377446,1,1
55629380235,1,0
55629380617,1,0
55629382204,1,0
55629383432,1,0
55629383454,1,0
55629384884,0,0
55629387100,1,0
55629388112,0,0
55629400690,1,0
55629401082,1,0
55629401136,1,0
55629402320,1,0
55629402591,1,0
55629403491,0,0
55629404005,1,0
55629404816,0,0
55629406911,0,0
55629407732,1,1
55629408946,1,0
55629411454,0,0
55629416415,0,0
55629417070,1,0
55629417993,1,0
55629418396,1,0
55629422243,1,0
55629422841,1,0
55629427420,0,0
55629428241,1,0
55629429321,0,0
55629434901,1,0
55629435373,1,1
55629436770,1,0
55629437025,1,0
55629437577,1,0
55629441211,1,0
55629442122,1,0
55629442201,1,1
55629442425,1,0
55629442786,1,0
55629444607,1,0
55629445060,0,0
55629445914,0,0
55629446285,1,1
55629456725,0,0
55629463125,1,0
55629464003,1,0
55629469800,0,0
55629470066,1,0
55629470945,1,1
55629476471,0,0
55629476853,0,0
55629476990,1,0
55629477595,1,0
55629478066,1,0
55629478325,1,1
55629481936,1,0
55629482490,1,0
55629484052,0,0
55629484207,1,0
55629497294,1,0
55629499151,0,0
55629500554,0,0
55629502581,1,0
55629504626,1,0
55629513266,0,0
55629516135,1,0
55629519916,0,0
55629526417,1,0
55629530085,1,0
55629534193,0,0
55629535475,1,0
55629535745,1,0
55629536432,1,0
55629538740,1,1
55629538874,0,0
55629539640,0,0
55629541223,1,0
55629541674,1,0
55629543373,1,0
55629543744,1,0
55629544857,1,0
55629548211,1,0
55629556661,1,1
55629556795,0,0
55629556986,0,0
55629557954,1,0
55629558346,1,1
55629560314,1,1
55629563162,1,0
55629564220,1,0
55629564624,0,0
55629569146,0,0
55629570575,1,0
55629571125,1,0
55629572623,1,0
55629574074,1,1
55629574153,1,0
55629574232,1,0
55629575222,1,0
55629578610,1,0
55629579316,1,0
55629579770,1,1
55629580802,1,0
55629583650,1,0
55629584334,1,0
55629584864,1,0
55629586664,1,0
55629589814,1,0
55629590094,1,0
55629591624,1,0
55629593604,1,0
55629594155,1,0
55629594562,0,0
55629597035,1,1
55629599512,1,0
55629600487,1,0
55629603853,1,0
55629608872,1,0
55629609501,1,0
55629616024,1,0
55629617894,0,0
55629624881,1,0
55629626533,1,0
55629629910,1,1
55629636884,0,0
55629638064,0,0
55629640807,1,0
55629641145,1,0
55629641156,0,0
55629641426,0,0
55629641606,1,1
55629643172,0,0
55629646661,1,0
55629648461,1,0
55629651326,1,0
55629651452,1,1
55629653115,1,0
55629660607,0,0
55629661046,1,0
55629667563,1,0
55629667732,1,1
55629673560,0,0
55629674006,0,0
55629674132,1,0
55629675087,1,0
55629675180,1,0
55629675890,0,0
55629676776,0,0
55629677607,1,0
55629678590,0,0
55629680937,1,0
55629684630,1,1
55629685134,0,0
55629685956,0,0
55629688746,1,0
55629689736,0,0
55629689862,1,0
55629690310,1,0
55629690905,0,0
55629691131,1,0
55629692954,1,0
55629702277,0,0
55629706363,1,1
55629710593,1,0
55629711897,0,0
55629712807,0,0
55629717480,1,1
55629718412,1,0
55629719233,1,1
55629720121,1,0
55629723946,1,0
55629727232,0,0
55629729537,1,0
55629731787,0,0
55629735491,1,0
55629736287,1,0
55629736830,1,0
55629737471,1,0
55629738472,1,1
55629740970,1,0
55629741856,1,0
55629748912,0,0
55629751947,1,0
55629753422,1,0
55629754661,1,0
55629755727,1,0
55629756065,1,1
55629757257,1,0
55629757260,1,0
55629759330,1,0
55629760341,1,0
55629762523,0,0
55629763816,1,0
55629773031,0,0
55629773435,1,0
55629778591,1,0
55629783807,1,0
55629787577,0,0
55629788905,1,0
55629789030,0,0
55629794124,0,0
55629797354,1,0
55629800423,0,0
55629804427,1,0
55629807073,1,0
55629810785,0,0
55629817333,0,0
55629819155,0,0
55629821361,1,0
55629822597,1,0
55629824476,0,0
55629824735,0,0
55629839430,1,1
55629840081,0,0
55629840214,1,0
55629861062,1,0
55629861206,1,0
55629862751,1,0
55629869073,1,0
55629869646,0,0
55629871164,1,0
55629876666,0,0
55629880221,1,0
55629884236,1,0
55629885352,1,0
55629888232,1,0
55629889165,1,0
55629897694,1,0
55629898583,0,0
55629900367,0,0
55629900435,1,0
55629900763,1,1
55629901212,1,0
55629905836,0,0
55629909832,1,0
55629912405,0,0
55629913385,0,0
55629913701,1,1
55629918526,1,1
55629918562,0,0
55629923137,1,0
55629926233,0,0
55629936685,1,1
55629938506,1,0
55629942466,0,0
55629942556,1,0
55629943290,0,0
55629944990,0,0
55629945890,1,0
55629947711,1,0
55629952920,0,0
55629955934,0,0
55629961467,0,0
55629961795,1,0
55629965272,0,0
55629967667,0,0
55629971345,1,0
55629973473,1,0
55629974272,0,0
55629979097,1,0
55629981641,1,0
55629981775,1,0
55629982891,1,0
55629988662,0,0
55629990371,1,1
55629990980,1,0
55629991574,1,0
55629996117,1,0
55629998155,1,0
55629999440,0,0
55630000560,0,0
55630002007,1,0
55630008560,1,0
55630012325,1,0
55630015421,1,0
55630016570,0,0
55630018954,1,1
55630019087,1,0
55630019562,1,0
55630027255,1,1
55630036910,1,0
55630042490,0,0
55630046775,1,0
55630054460,1,1
55630058464,1,0
55630061130,0,0
55630061837,1,0
55630070286,0,0
55630071106,1,0
55630071287,1,0
55630078037,1,0
55630090695,0,0
55630093632,1,0
55630093733,1,0
55630097502,1,0
55630099191,1,0
55630102033,0,0
55630102101,1,0
55630102732,1,1
55630103203,0,0
55630103531,1,0
55630104655,0,0
55630106761,1,0
55630107650,1,1
55630108244,1,0
55630108716,1,0
55630110313,1,0
55630117536,1,0
55630124624,0,0
55630134852,1,0
55630135651,0,0
55630136357,0,0
55630136447,1,0
55630138766,0,0
55630139385,1,0
55630139781,0,0
55630140071,1,1
55630144514,0,0
55630145991,1,0
55630146707,1,0
55630147575,0,0
55630150746,1,0
55630153086,1,0
55630153785,0,0
55630160253,1,1
55630163706,1,0
55630163717,1,1
55630163775,1,0
55630163890,1,0
55630164743,1,0
55630169085,0,0
55630171356,0,0
55630172335,1,0
55630177466,1,0
55630181447,1,0
55630182044,1,0
55630182743,1,0
55630183791,1,0
55630191112,1,1
55630192881,0,0
55630194014,0,0
55630195400,1,1
55630196737,1,0
55630200595,0,0
55630202430,1,0
55630202474,0,0
55630203305,1,0
55630203464,1,0
55630204072,1,0
55630205105,1,0
55630205501,0,0
55630205996,0,0
55630207200,1,0
55630209167,1,0
55630210967,1,0
55630213555,1,0
55630213847,0,0
55630214105,0,0
55630215694,0,0
55630216367,1,0
55630217807,1,0
55630218790,1,0
55630226890,1,0
55630228643,1,0
55630228755,0,0
55630230442,1,0
55630230680,1,0
55630231115,1,0
55630231195,0,0
55630232040,1,1
55630232444,1,0
55630236372,0,0
55630236596,1,1
55630238172,0,0
55630239746,1,0
55630239883,1,0
55630242964,0,0
55630244021,0,0
55630244403,1,0
55630244436,0,0
55630246045,0,0
55630247590,0,0
55630249163,0,0
55630249376,1,0
55630258231,0,0
55630260254,0,0
55630266061,1,0
55630268106,1,1
55630269255,1,1
55630269907,1,0
55630273485,1,0
55630278990,1,0
55630280706,1,0
55630281091,1,0
55630287301,0,0
55630288504,0,0
55630289202,0,0
55630293724,0,0
55630294332,1,0
55630294660,1,1
55630296907,1,0
55630297630,1,0
55630297832,1,0
55630298246,0,0
55630304026,1,0
55630307111,1,0
55630307180,1,0
55630314207,1,0
55630314560,1,0
55630316010,1,0
55630316504,1,0
55630320035,0,0
55630324121,0,0
55630324200,1,1
55630325786,0,0
55630330320,0,0
55630337251,1,1
55630337666,1,1
55630337893,0,0
55630339141,0,0
55630339466,1,1
55630341197,1,0
55630341290,1,0
55630345023,1,0
55630347274,1,0
55630347735,0,0
55630348116,1,1
55630349906,1,1
55630351572,1,0
55630354722,0,0
55630355002,1,0
55630356047,0,0
